,iso2_code,language,year_quarter,unique_id,num_pushers,language_type,year,quarter,gpt_available,population,num_pushers_pc,post_gpt,Treatment
3098,CI,Ruby,2022-Q3,CI-Ruby,0,,2022,11,1,23821000,0.0,0,0
3099,CI,Ruby,2022-Q4,CI-Ruby,0,,2022,12,1,23821000,0.0,1,1
3100,CI,Ruby,2023-Q1,CI-Ruby,109,programming,2023,13,1,23821000,0.4575794467066874,1,1
3101,CI,Ruby,2023-Q2,CI-Ruby,106,programming,2023,14,1,23821000,0.44498551698081523,1,1
3102,CI,Ruby,2023-Q3,CI-Ruby,0,,2023,15,1,23821000,0.0,1,1
3103,CI,Ruby,2023-Q4,CI-Ruby,0,,2023,16,1,23821000,0.0,1,1
3104,CI,PHP,2020-Q1,CI-PHP,197,programming,2020,1,1,23821000,0.8270013853322699,0,0
3105,CI,PHP,2020-Q2,CI-PHP,224,programming,2020,2,1,23821000,0.9403467528651189,0,0
3106,CI,PHP,2020-Q3,CI-PHP,221,programming,2020,3,1,23821000,0.9277528231392469,0,0
3107,CI,PHP,2020-Q4,CI-PHP,211,programming,2020,4,1,23821000,0.8857730573863397,0,0
3108,CI,PHP,2021-Q1,CI-PHP,249,programming,2021,5,1,23821000,1.0452961672473868,0,0
3109,CI,PHP,2021-Q2,CI-PHP,253,programming,2021,6,1,23821000,1.0620880735485496,0,0
3110,CI,PHP,2021-Q3,CI-PHP,274,programming,2021,7,1,23821000,1.1502455816296544,0,0
3111,CI,PHP,2021-Q4,CI-PHP,294,programming,2021,8,1,23821000,1.2342051131354688,0,0
3112,CI,PHP,2022-Q1,CI-PHP,266,programming,2022,9,1,23821000,1.1166617690273288,0,0
3113,CI,PHP,2022-Q2,CI-PHP,275,programming,2022,10,1,23821000,1.1544435582049453,0,0
3114,CI,PHP,2022-Q3,CI-PHP,308,programming,2022,11,1,23821000,1.2929767851895386,0,0
3115,CI,PHP,2022-Q4,CI-PHP,280,programming,2022,12,1,23821000,1.175433441081399,1,1
3116,CI,PHP,2023-Q1,CI-PHP,412,programming,2023,13,1,23821000,1.7295663490197726,1,1
3117,CI,PHP,2023-Q2,CI-PHP,414,programming,2023,14,1,23821000,1.737962302170354,1,1
3118,CI,PHP,2023-Q3,CI-PHP,391,programming,2023,15,1,23821000,1.6414088409386676,1,1
3119,CI,PHP,2023-Q4,CI-PHP,345,programming,2023,16,1,23821000,1.448301918475295,1,1
3120,CI,TypeScript,2020-Q1,CI-TypeScript,0,,2020,1,1,23821000,0.0,0,0
3121,CI,TypeScript,2020-Q2,CI-TypeScript,0,,2020,2,1,23821000,0.0,0,0
3122,CI,TypeScript,2020-Q3,CI-TypeScript,0,,2020,3,1,23821000,0.0,0,0
3123,CI,TypeScript,2020-Q4,CI-TypeScript,0,,2020,4,1,23821000,0.0,0,0
3124,CI,TypeScript,2021-Q1,CI-TypeScript,0,,2021,5,1,23821000,0.0,0,0
3125,CI,TypeScript,2021-Q2,CI-TypeScript,109,programming,2021,6,1,23821000,0.4575794467066874,0,0
3126,CI,TypeScript,2021-Q3,CI-TypeScript,0,,2021,7,1,23821000,0.0,0,0
3127,CI,TypeScript,2021-Q4,CI-TypeScript,106,programming,2021,8,1,23821000,0.44498551698081523,0,0
3128,CI,TypeScript,2022-Q1,CI-TypeScript,119,programming,2022,9,1,23821000,0.4995592124595945,0,0
3129,CI,TypeScript,2022-Q2,CI-TypeScript,155,programming,2022,10,1,23821000,0.6506863691700601,0,0
3130,CI,TypeScript,2022-Q3,CI-TypeScript,180,programming,2022,11,1,23821000,0.7556357835523279,0,0
3131,CI,TypeScript,2022-Q4,CI-TypeScript,172,programming,2022,12,1,23821000,0.7220519709500022,1,1
3132,CI,TypeScript,2023-Q1,CI-TypeScript,243,programming,2023,13,1,23821000,1.0201083077956425,1,1
3133,CI,TypeScript,2023-Q2,CI-TypeScript,246,programming,2023,14,1,23821000,1.0327022375215147,1,1
3134,CI,TypeScript,2023-Q3,CI-TypeScript,256,programming,2023,15,1,23821000,1.0746820032744218,1,1
3135,CI,TypeScript,2023-Q4,CI-TypeScript,251,programming,2023,16,1,23821000,1.0536921203979683,1,1
3136,CI,C#,2020-Q1,CI-C#,0,,2020,1,1,23821000,0.0,0,0
3137,CI,C#,2020-Q2,CI-C#,0,,2020,2,1,23821000,0.0,0,0
3138,CI,C#,2020-Q3,CI-C#,0,,2020,3,1,23821000,0.0,0,0
3139,CI,C#,2020-Q4,CI-C#,0,,2020,4,1,23821000,0.0,0,0
3140,CI,C#,2021-Q1,CI-C#,0,,2021,5,1,23821000,0.0,0,0
3141,CI,C#,2021-Q2,CI-C#,0,,2021,6,1,23821000,0.0,0,0
3142,CI,C#,2021-Q3,CI-C#,0,,2021,7,1,23821000,0.0,0,0
3143,CI,C#,2021-Q4,CI-C#,0,,2021,8,1,23821000,0.0,0,0
3144,CI,C#,2022-Q1,CI-C#,0,,2022,9,1,23821000,0.0,0,0
3145,CI,C#,2022-Q2,CI-C#,0,,2022,10,1,23821000,0.0,0,0
3146,CI,C#,2022-Q3,CI-C#,0,,2022,11,1,23821000,0.0,0,0
3147,CI,C#,2022-Q4,CI-C#,0,,2022,12,1,23821000,0.0,1,1
3148,CI,C#,2023-Q1,CI-C#,0,,2023,13,1,23821000,0.0,1,1
3149,CI,C#,2023-Q2,CI-C#,0,,2023,14,1,23821000,0.0,1,1
3150,CI,C#,2023-Q3,CI-C#,0,,2023,15,1,23821000,0.0,1,1
3151,CI,C#,2023-Q4,CI-C#,0,,2023,16,1,23821000,0.0,1,1
3152,CI,C++,2020-Q1,CI-C++,0,,2020,1,1,23821000,0.0,0,0
3153,CI,C++,2020-Q2,CI-C++,0,,2020,2,1,23821000,0.0,0,0
3154,CI,C++,2020-Q3,CI-C++,0,,2020,3,1,23821000,0.0,0,0
3155,CI,C++,2020-Q4,CI-C++,0,,2020,4,1,23821000,0.0,0,0
3156,CI,C++,2021-Q1,CI-C++,0,,2021,5,1,23821000,0.0,0,0
3157,CI,C++,2021-Q2,CI-C++,0,,2021,6,1,23821000,0.0,0,0
3158,CI,C++,2021-Q3,CI-C++,0,,2021,7,1,23821000,0.0,0,0
3159,CI,C++,2021-Q4,CI-C++,0,,2021,8,1,23821000,0.0,0,0
3160,CI,C++,2022-Q1,CI-C++,0,,2022,9,1,23821000,0.0,0,0
3161,CI,C++,2022-Q2,CI-C++,0,,2022,10,1,23821000,0.0,0,0
3162,CI,C++,2022-Q3,CI-C++,0,,2022,11,1,23821000,0.0,0,0
3163,CI,C++,2022-Q4,CI-C++,0,,2022,12,1,23821000,0.0,1,1
3164,CI,C++,2023-Q1,CI-C++,103,programming,2023,13,1,23821000,0.43239158725494314,1,1
3165,CI,C++,2023-Q2,CI-C++,117,programming,2023,14,1,23821000,0.49116325930901306,1,1
3166,CI,C++,2023-Q3,CI-C++,123,programming,2023,15,1,23821000,0.5163511187607573,1,1
3167,CI,C++,2023-Q4,CI-C++,127,programming,2023,16,1,23821000,0.5331430250619201,1,1
3168,CI,Swift,2020-Q1,CI-Swift,0,,2020,1,1,23821000,0.0,0,0
3169,CI,Swift,2020-Q2,CI-Swift,0,,2020,2,1,23821000,0.0,0,0
3170,CI,Swift,2020-Q3,CI-Swift,0,,2020,3,1,23821000,0.0,0,0
3171,CI,Swift,2020-Q4,CI-Swift,0,,2020,4,1,23821000,0.0,0,0
3172,CI,Swift,2021-Q1,CI-Swift,0,,2021,5,1,23821000,0.0,0,0
3173,CI,Swift,2021-Q2,CI-Swift,0,,2021,6,1,23821000,0.0,0,0
3174,CI,Swift,2021-Q3,CI-Swift,0,,2021,7,1,23821000,0.0,0,0
3175,CI,Swift,2021-Q4,CI-Swift,0,,2021,8,1,23821000,0.0,0,0
3176,CI,Swift,2022-Q1,CI-Swift,101,programming,2022,9,1,23821000,0.4239956341043617,0,0
3177,CI,Swift,2022-Q2,CI-Swift,0,,2022,10,1,23821000,0.0,0,0
3178,CI,Swift,2022-Q3,CI-Swift,0,,2022,11,1,23821000,0.0,0,0
3179,CI,Swift,2022-Q4,CI-Swift,0,,2022,12,1,23821000,0.0,1,1
3180,CI,Swift,2023-Q1,CI-Swift,113,programming,2023,13,1,23821000,0.4743713530078502,1,1
3181,CI,Swift,2023-Q2,CI-Swift,128,programming,2023,14,1,23821000,0.5373410016372109,1,1
3182,CI,Swift,2023-Q3,CI-Swift,123,programming,2023,15,1,23821000,0.5163511187607573,1,1
3183,CI,Swift,2023-Q4,CI-Swift,129,programming,2023,16,1,23821000,0.5415389782125015,1,1
3184,CI,Kotlin,2020-Q1,CI-Kotlin,0,,2020,1,1,23821000,0.0,0,0
3185,CI,Kotlin,2020-Q2,CI-Kotlin,0,,2020,2,1,23821000,0.0,0,0
3186,CI,Kotlin,2020-Q3,CI-Kotlin,0,,2020,3,1,23821000,0.0,0,0
3187,CI,Kotlin,2020-Q4,CI-Kotlin,0,,2020,4,1,23821000,0.0,0,0
3188,CI,Kotlin,2021-Q1,CI-Kotlin,0,,2021,5,1,23821000,0.0,0,0
3189,CI,Kotlin,2021-Q2,CI-Kotlin,0,,2021,6,1,23821000,0.0,0,0
3190,CI,Kotlin,2021-Q3,CI-Kotlin,0,,2021,7,1,23821000,0.0,0,0
3191,CI,Kotlin,2021-Q4,CI-Kotlin,0,,2021,8,1,23821000,0.0,0,0
3192,CI,Kotlin,2022-Q1,CI-Kotlin,101,programming,2022,9,1,23821000,0.4239956341043617,0,0
3193,CI,Kotlin,2022-Q2,CI-Kotlin,0,,2022,10,1,23821000,0.0,0,0
3194,CI,Kotlin,2022-Q3,CI-Kotlin,110,programming,2022,11,1,23821000,0.4617774232819781,0,0
3195,CI,Kotlin,2022-Q4,CI-Kotlin,101,programming,2022,12,1,23821000,0.4239956341043617,1,1
3196,CI,Kotlin,2023-Q1,CI-Kotlin,123,programming,2023,13,1,23821000,0.5163511187607573,1,1
3197,CI,Kotlin,2023-Q2,CI-Kotlin,135,programming,2023,14,1,23821000,0.5667268376642458,1,1
3198,CI,Kotlin,2023-Q3,CI-Kotlin,135,programming,2023,15,1,23821000,0.5667268376642458,1,1
3199,CI,Kotlin,2023-Q4,CI-Kotlin,139,programming,2023,16,1,23821000,0.5835187439654087,1,1
3200,CL,JavaScript,2020-Q1,CL-JavaScript,4779,programming,2020,1,1,17819054,26.819605575020983,0,0
3201,CL,JavaScript,2020-Q2,CL-JavaScript,6056,programming,2020,2,1,17819054,33.98609151754072,0,0
3202,CL,JavaScript,2020-Q3,CL-JavaScript,6802,programming,2020,3,1,17819054,38.17262128505811,0,0
3203,CL,JavaScript,2020-Q4,CL-JavaScript,6775,programming,2020,4,1,17819054,38.02109808971902,0,0
3204,CL,JavaScript,2021-Q1,CL-JavaScript,6091,programming,2021,5,1,17819054,34.18251047446177,0,0
3205,CL,JavaScript,2021-Q2,CL-JavaScript,8657,programming,2021,6,1,17819054,48.582826001874174,0,0
3206,CL,JavaScript,2021-Q3,CL-JavaScript,8275,programming,2021,7,1,17819054,46.43905338633577,0,0
3207,CL,JavaScript,2021-Q4,CL-JavaScript,7678,programming,2021,8,1,17819054,43.088707178282306,0,0
3208,CL,JavaScript,2022-Q1,CL-JavaScript,7416,programming,2022,9,1,17819054,41.618370986473245,0,0
3209,CL,JavaScript,2022-Q2,CL-JavaScript,10461,programming,2022,10,1,17819054,58.70682023860526,0,0
3210,CL,JavaScript,2022-Q3,CL-JavaScript,10743,programming,2022,11,1,17819054,60.28939583436921,0,0
3211,CL,JavaScript,2022-Q4,CL-JavaScript,10717,programming,2022,12,1,17819054,60.143484609227855,1,1
3212,CL,JavaScript,2023-Q1,CL-JavaScript,8498,programming,2023,13,1,17819054,47.6905227404328,1,1
3213,CL,JavaScript,2023-Q2,CL-JavaScript,12474,programming,2023,14,1,17819054,70.00371624666494,1,1
3214,CL,JavaScript,2023-Q3,CL-JavaScript,12277,programming,2023,15,1,17819054,68.89815811770927,1,1
3215,CL,JavaScript,2023-Q4,CL-JavaScript,12258,programming,2023,16,1,17819054,68.79153068395213,1,1
3216,CL,Python,2020-Q1,CL-Python,2073,programming,2020,1,1,17819054,11.633614219924358,0,0
3217,CL,Python,2020-Q2,CL-Python,2767,programming,2020,2,1,17819054,15.528321537159044,0,0
3218,CL,Python,2020-Q3,CL-Python,3191,programming,2020,3,1,17819054,17.907796901002712,0,0
3219,CL,Python,2020-Q4,CL-Python,3542,programming,2020,4,1,17819054,19.877598440411035,0,0
3220,CL,Python,2021-Q1,CL-Python,2792,programming,2021,5,1,17819054,15.668620792102658,0,0
3221,CL,Python,2021-Q2,CL-Python,3951,programming,2021,6,1,17819054,22.172894251288536,0,0
3222,CL,Python,2021-Q3,CL-Python,3967,programming,2021,7,1,17819054,22.26268577445245,0,0
3223,CL,Python,2021-Q4,CL-Python,3524,programming,2021,8,1,17819054,19.776582976851632,0,0
3224,CL,Python,2022-Q1,CL-Python,2914,programming,2022,9,1,17819054,16.353281156227485,0,0
3225,CL,Python,2022-Q2,CL-Python,4868,programming,2022,10,1,17819054,27.31907092262025,0,0
3226,CL,Python,2022-Q3,CL-Python,4914,programming,2022,11,1,17819054,27.577221551716494,0,0
3227,CL,Python,2022-Q4,CL-Python,4884,programming,2022,12,1,17819054,27.40886244578416,1,1
3228,CL,Python,2023-Q1,CL-Python,3664,programming,2023,13,1,17819054,20.562258804535865,1,1
3229,CL,Python,2023-Q2,CL-Python,7151,programming,2023,14,1,17819054,40.131198884070955,1,1
3230,CL,Python,2023-Q3,CL-Python,6944,programming,2023,15,1,17819054,38.96952105313784,1,1
3231,CL,Python,2023-Q4,CL-Python,6772,programming,2023,16,1,17819054,38.00426217912578,1,1
3232,CL,Java,2020-Q1,CL-Java,1572,programming,2020,1,1,17819054,8.82201715085436,0,0
3233,CL,Java,2020-Q2,CL-Java,1735,programming,2020,2,1,17819054,9.736768293086715,0,0
3234,CL,Java,2020-Q3,CL-Java,2045,programming,2020,3,1,17819054,11.47647905438751,0,0
3235,CL,Java,2020-Q4,CL-Java,2036,programming,2020,4,1,17819054,11.425971322607811,0,0
3236,CL,Java,2021-Q1,CL-Java,1387,programming,2021,5,1,17819054,7.783802664271627,0,0
3237,CL,Java,2021-Q2,CL-Java,1810,programming,2021,6,1,17819054,10.157666057917552,0,0
3238,CL,Java,2021-Q3,CL-Java,1811,programming,2021,7,1,17819054,10.163278028115297,0,0
3239,CL,Java,2021-Q4,CL-Java,2068,programming,2021,8,1,17819054,11.605554368935636,0,0
3240,CL,Java,2022-Q1,CL-Java,1438,programming,2022,9,1,17819054,8.070013144356597,0,0
3241,CL,Java,2022-Q2,CL-Java,2075,programming,2022,10,1,17819054,11.644838160319846,0,0
3242,CL,Java,2022-Q3,CL-Java,2268,programming,2022,11,1,17819054,12.727948408484536,0,0
3243,CL,Java,2022-Q4,CL-Java,2770,programming,2022,12,1,17819054,15.545157447752276,1,1
3244,CL,Java,2023-Q1,CL-Java,1532,programming,2023,13,1,17819054,8.59753834294458,1,1
3245,CL,Java,2023-Q2,CL-Java,2370,programming,2023,14,1,17819054,13.300369368654476,1,1
3246,CL,Java,2023-Q3,CL-Java,2614,programming,2023,15,1,17819054,14.669690096904136,1,1
3247,CL,Java,2023-Q4,CL-Java,3500,programming,2023,16,1,17819054,19.641895692105766,1,1
3248,CL,Ruby,2020-Q1,CL-Ruby,761,programming,2020,1,1,17819054,4.270709320483568,0,0
3249,CL,Ruby,2020-Q2,CL-Ruby,1310,programming,2020,2,1,17819054,7.351680959045301,0,0
3250,CL,Ruby,2020-Q3,CL-Ruby,1342,programming,2020,3,1,17819054,7.531264005373124,0,0
3251,CL,Ruby,2020-Q4,CL-Ruby,1136,programming,2020,4,1,17819054,6.375198144637757,0,0
3252,CL,Ruby,2021-Q1,CL-Ruby,1064,programming,2021,5,1,17819054,5.971136290400152,0,0
3253,CL,Ruby,2021-Q2,CL-Ruby,1263,programming,2021,6,1,17819054,7.087918359751308,0,0
3254,CL,Ruby,2021-Q3,CL-Ruby,1267,programming,2021,7,1,17819054,7.110366240542287,0,0
3255,CL,Ruby,2021-Q4,CL-Ruby,992,programming,2021,8,1,17819054,5.567074436162548,0,0
3256,CL,Ruby,2022-Q1,CL-Ruby,812,programming,2022,9,1,17819054,4.556919800568537,0,0
3257,CL,Ruby,2022-Q2,CL-Ruby,919,programming,2022,10,1,17819054,5.1574006117271995,0,0
3258,CL,Ruby,2022-Q3,CL-Ruby,836,programming,2022,11,1,17819054,4.691607085314406,0,0
3259,CL,Ruby,2022-Q4,CL-Ruby,789,programming,2022,12,1,17819054,4.427844486020414,1,1
3260,CL,Ruby,2023-Q1,CL-Ruby,669,programming,2023,13,1,17819054,3.754408062291073,1,1
3261,CL,Ruby,2023-Q2,CL-Ruby,896,programming,2023,14,1,17819054,5.028325297179076,1,1
3262,CL,Ruby,2023-Q3,CL-Ruby,908,programming,2023,15,1,17819054,5.09566893955201,1,1
3263,CL,Ruby,2023-Q4,CL-Ruby,829,programming,2023,16,1,17819054,4.652323293930194,1,1
3264,CL,PHP,2020-Q1,CL-PHP,1164,programming,2020,1,1,17819054,6.532333310174603,0,0
3265,CL,PHP,2020-Q2,CL-PHP,1444,programming,2020,2,1,17819054,8.103684965543064,0,0
3266,CL,PHP,2020-Q3,CL-PHP,1543,programming,2020,3,1,17819054,8.659270015119771,0,0
3267,CL,PHP,2020-Q4,CL-PHP,1461,programming,2020,4,1,17819054,8.199088458904722,0,0
3268,CL,PHP,2021-Q1,CL-PHP,1191,programming,2021,5,1,17819054,6.683856505513705,0,0
3269,CL,PHP,2021-Q2,CL-PHP,1556,programming,2021,6,1,17819054,8.732225627690449,0,0
3270,CL,PHP,2021-Q3,CL-PHP,1457,programming,2021,7,1,17819054,8.176640578113743,0,0
3271,CL,PHP,2021-Q4,CL-PHP,1334,programming,2021,8,1,17819054,7.486368243791168,0,0
3272,CL,PHP,2022-Q1,CL-PHP,1076,programming,2022,9,1,17819054,6.038479932773087,0,0
3273,CL,PHP,2022-Q2,CL-PHP,1562,programming,2022,10,1,17819054,8.765897448876915,0,0
3274,CL,PHP,2022-Q3,CL-PHP,1601,programming,2022,11,1,17819054,8.984764286588952,0,0
3275,CL,PHP,2022-Q4,CL-PHP,1586,programming,2022,12,1,17819054,8.900584733622784,1,1
3276,CL,PHP,2023-Q1,CL-PHP,1078,programming,2023,13,1,17819054,6.049703873168576,1,1
3277,CL,PHP,2023-Q2,CL-PHP,1602,programming,2023,14,1,17819054,8.990376256786696,1,1
3278,CL,PHP,2023-Q3,CL-PHP,1481,programming,2023,15,1,17819054,8.311327862859612,1,1
3279,CL,PHP,2023-Q4,CL-PHP,1714,programming,2023,16,1,17819054,9.61891691893408,1,1
3280,CL,TypeScript,2020-Q1,CL-TypeScript,1015,programming,2020,1,1,17819054,5.6961497507106715,0,0
3281,CL,TypeScript,2020-Q2,CL-TypeScript,1142,programming,2020,2,1,17819054,6.408869965824224,0,0
3282,CL,TypeScript,2020-Q3,CL-TypeScript,1276,programming,2020,3,1,17819054,7.160873972321988,0,0
3283,CL,TypeScript,2020-Q4,CL-TypeScript,1258,programming,2020,4,1,17819054,7.059858508762587,0,0
3284,CL,TypeScript,2021-Q1,CL-TypeScript,1204,programming,2021,5,1,17819054,6.756812118084383,0,0
3285,CL,TypeScript,2021-Q2,CL-TypeScript,1549,programming,2021,6,1,17819054,8.692941836306236,0,0
3286,CL,TypeScript,2021-Q3,CL-TypeScript,1856,programming,2021,7,1,17819054,10.4158166870138,0,0
3287,CL,TypeScript,2021-Q4,CL-TypeScript,1959,programming,2021,8,1,17819054,10.993849617381484,0,0
3288,CL,TypeScript,2022-Q1,CL-TypeScript,1679,programming,2022,9,1,17819054,9.422497962013022,0,0
3289,CL,TypeScript,2022-Q2,CL-TypeScript,2062,programming,2022,10,1,17819054,11.571882547749167,0,0
3290,CL,TypeScript,2022-Q3,CL-TypeScript,2678,programming,2022,11,1,17819054,15.028856189559784,0,0
3291,CL,TypeScript,2022-Q4,CL-TypeScript,2933,programming,2022,12,1,17819054,16.459908589984632,1,1
3292,CL,TypeScript,2023-Q1,CL-TypeScript,2291,programming,2023,13,1,17819054,12.857023723032658,1,1
3293,CL,TypeScript,2023-Q2,CL-TypeScript,2686,programming,2023,14,1,17819054,15.073751951141737,1,1
3294,CL,TypeScript,2023-Q3,CL-TypeScript,3835,programming,2023,15,1,17819054,21.521905708350175,1,1
3295,CL,TypeScript,2023-Q4,CL-TypeScript,4328,programming,2023,16,1,17819054,24.288607015838213,1,1
3296,CL,C#,2020-Q1,CL-C#,547,programming,2020,1,1,17819054,3.069747698166244,0,0
3297,CL,C#,2020-Q2,CL-C#,820,programming,2020,2,1,17819054,4.6018155621504935,0,0
3298,CL,C#,2020-Q3,CL-C#,799,programming,2020,3,1,17819054,4.4839641879978585,0,0
3299,CL,C#,2020-Q4,CL-C#,666,programming,2020,4,1,17819054,3.73757215169784,0,0
3300,CL,C#,2021-Q1,CL-C#,533,programming,2021,5,1,17819054,2.991180115397821,0,0
3301,CL,C#,2021-Q2,CL-C#,706,programming,2021,6,1,17819054,3.9620509596076205,0,0
3302,CL,C#,2021-Q3,CL-C#,701,programming,2021,7,1,17819054,3.9339911086188972,0,0
3303,CL,C#,2021-Q4,CL-C#,665,programming,2021,8,1,17819054,3.731960181500096,0,0
3304,CL,C#,2022-Q1,CL-C#,474,programming,2022,9,1,17819054,2.6600738737308953,0,0
3305,CL,C#,2022-Q2,CL-C#,843,programming,2022,10,1,17819054,4.730890876698617,0,0
3306,CL,C#,2022-Q3,CL-C#,804,programming,2022,11,1,17819054,4.512024038986581,0,0
3307,CL,C#,2022-Q4,CL-C#,839,programming,2022,12,1,17819054,4.708442995907639,1,1
3308,CL,C#,2023-Q1,CL-C#,648,programming,2023,13,1,17819054,3.6365566881384384,1,1
3309,CL,C#,2023-Q2,CL-C#,878,programming,2023,14,1,17819054,4.927309833619675,1,1
3310,CL,C#,2023-Q3,CL-C#,904,programming,2023,15,1,17819054,5.073221058761032,1,1
3311,CL,C#,2023-Q4,CL-C#,973,programming,2023,16,1,17819054,5.460447002405402,1,1
3312,CL,C++,2020-Q1,CL-C++,482,programming,2020,1,1,17819054,2.7049696353128514,0,0
3313,CL,C++,2020-Q2,CL-C++,616,programming,2020,2,1,17819054,3.456973641810615,0,0
3314,CL,C++,2020-Q3,CL-C++,708,programming,2020,3,1,17819054,3.973274900003109,0,0
3315,CL,C++,2020-Q4,CL-C++,635,programming,2020,4,1,17819054,3.5636010755677603,0,0
3316,CL,C++,2021-Q1,CL-C++,574,programming,2021,5,1,17819054,3.2212708935053453,0,0
3317,CL,C++,2021-Q2,CL-C++,726,programming,2021,6,1,17819054,4.074290363562509,0,0
3318,CL,C++,2021-Q3,CL-C++,622,programming,2021,7,1,17819054,3.490645462997082,0,0
3319,CL,C++,2021-Q4,CL-C++,691,programming,2021,8,1,17819054,3.8778714066414524,0,0
3320,CL,C++,2022-Q1,CL-C++,578,programming,2022,9,1,17819054,3.2437187742963234,0,0
3321,CL,C++,2022-Q2,CL-C++,1026,programming,2022,10,1,17819054,5.757881422885862,0,0
3322,CL,C++,2022-Q3,CL-C++,1087,programming,2022,11,1,17819054,6.100211604948276,0,0
3323,CL,C++,2022-Q4,CL-C++,1240,programming,2022,12,1,17819054,6.958843045203186,1,1
3324,CL,C++,2023-Q1,CL-C++,754,programming,2023,13,1,17819054,4.231425529099356,1,1
3325,CL,C++,2023-Q2,CL-C++,1223,programming,2023,14,1,17819054,6.8634395518415285,1,1
3326,CL,C++,2023-Q3,CL-C++,1207,programming,2023,15,1,17819054,6.773648028677616,1,1
3327,CL,C++,2023-Q4,CL-C++,1615,programming,2023,16,1,17819054,9.063331869357373,1,1
3328,CL,Swift,2020-Q1,CL-Swift,197,programming,2020,1,1,17819054,1.1055581289556675,0,0
3329,CL,Swift,2020-Q2,CL-Swift,235,programming,2020,2,1,17819054,1.3188129964699586,0,0
3330,CL,Swift,2020-Q3,CL-Swift,246,programming,2020,3,1,17819054,1.380544668645148,0,0
3331,CL,Swift,2020-Q4,CL-Swift,288,programming,2020,4,1,17819054,1.6162474169504173,0,0
3332,CL,Swift,2021-Q1,CL-Swift,219,programming,2021,5,1,17819054,1.2290214733060465,0,0
3333,CL,Swift,2021-Q2,CL-Swift,216,programming,2021,6,1,17819054,1.2121855627128129,0,0
3334,CL,Swift,2021-Q3,CL-Swift,204,programming,2021,7,1,17819054,1.1448419203398787,0,0
3335,CL,Swift,2021-Q4,CL-Swift,253,programming,2021,8,1,17819054,1.4198284600293596,0,0
3336,CL,Swift,2022-Q1,CL-Swift,223,programming,2022,9,1,17819054,1.2514693540970245,0,0
3337,CL,Swift,2022-Q2,CL-Swift,271,programming,2022,10,1,17819054,1.5208439235887607,0,0
3338,CL,Swift,2022-Q3,CL-Swift,288,programming,2022,11,1,17819054,1.6162474169504173,0,0
3339,CL,Swift,2022-Q4,CL-Swift,344,programming,2022,12,1,17819054,1.9305177480241094,1,1
3340,CL,Swift,2023-Q1,CL-Swift,270,programming,2023,13,1,17819054,1.5152319533910161,1,1
3341,CL,Swift,2023-Q2,CL-Swift,281,programming,2023,14,1,17819054,1.5769636255662056,1,1
3342,CL,Swift,2023-Q3,CL-Swift,379,programming,2023,15,1,17819054,2.126936704945167,1,1
3343,CL,Swift,2023-Q4,CL-Swift,625,programming,2023,16,1,17819054,3.5074813735903154,1,1
3344,CL,Kotlin,2020-Q1,CL-Kotlin,205,programming,2020,1,1,17819054,1.1504538905376234,0,0
3345,CL,Kotlin,2020-Q2,CL-Kotlin,253,programming,2020,2,1,17819054,1.4198284600293596,0,0
3346,CL,Kotlin,2020-Q3,CL-Kotlin,380,programming,2020,3,1,17819054,2.1325486751429117,0,0
3347,CL,Kotlin,2020-Q4,CL-Kotlin,367,programming,2020,4,1,17819054,2.0595930625722327,0,0
3348,CL,Kotlin,2021-Q1,CL-Kotlin,312,programming,2021,5,1,17819054,1.750934701696285,0,0
3349,CL,Kotlin,2021-Q2,CL-Kotlin,313,programming,2021,6,1,17819054,1.75654667189403,0,0
3350,CL,Kotlin,2021-Q3,CL-Kotlin,302,programming,2021,7,1,17819054,1.6948149997188404,0,0
3351,CL,Kotlin,2021-Q4,CL-Kotlin,365,programming,2021,8,1,17819054,2.048369122176744,0,0
3352,CL,Kotlin,2022-Q1,CL-Kotlin,279,programming,2022,9,1,17819054,1.5657396851707166,0,0
3353,CL,Kotlin,2022-Q2,CL-Kotlin,374,programming,2022,10,1,17819054,2.098876853956445,0,0
3354,CL,Kotlin,2022-Q3,CL-Kotlin,410,programming,2022,11,1,17819054,2.3009077810752467,0,0
3355,CL,Kotlin,2022-Q4,CL-Kotlin,479,programming,2022,12,1,17819054,2.6881337247196173,1,1
3356,CL,Kotlin,2023-Q1,CL-Kotlin,343,programming,2023,13,1,17819054,1.9249057778263652,1,1
3357,CL,Kotlin,2023-Q2,CL-Kotlin,385,programming,2023,14,1,17819054,2.160608526131634,1,1
3358,CL,Kotlin,2023-Q3,CL-Kotlin,669,programming,2023,15,1,17819054,3.754408062291073,1,1
3359,CL,Kotlin,2023-Q4,CL-Kotlin,850,programming,2023,16,1,17819054,4.770174668082829,1,1
3360,CM,JavaScript,2020-Q1,CM-JavaScript,642,programming,2020,1,0,20386799,3.1490966286566127,0,0
3361,CM,JavaScript,2020-Q2,CM-JavaScript,860,programming,2020,2,0,20386799,4.218416044617892,0,0
3362,CM,JavaScript,2020-Q3,CM-JavaScript,815,programming,2020,3,0,20386799,3.9976849725157932,0,0
3363,CM,JavaScript,2020-Q4,CM-JavaScript,750,programming,2020,4,0,20386799,3.67885120170165,0,0
3364,CM,JavaScript,2021-Q1,CM-JavaScript,887,programming,2021,5,0,20386799,4.350854687879152,0,0
