unique_id,num_pushers,iso2_code,year,quarter,population,gpt_available,year_quarter,quarter_int,num_pushers_pc,post_CI,gpt_available_post1
MG-2023-Q3,3952.0,MG,2023,3,21842167,1,2023-Q3,15,18.093442834678445,1,1
MG-2023-Q4,3573.0,MG,2023,4,21842167,1,2023-Q4,16,16.358267016271782,1,1
MK-2020-Q1,2367.0,MK,2020,1,2058539,1,2020-Q1,1,114.9844622812587,0,0
MK-2020-Q2,3263.0,MK,2020,2,2058539,1,2020-Q2,2,158.5104775765725,0,0
MK-2020-Q3,2586.0,MK,2020,3,2058539,1,2020-Q3,3,125.62307539473385,0,0
MK-2020-Q4,2914.0,MK,2020,4,2058539,1,2020-Q4,4,141.5567059939112,0,0
MK-2021-Q1,3238.0,MK,2021,1,2058539,1,2021-Q1,5,157.29602402480594,0,0
MK-2021-Q2,3304.0,MK,2021,2,2058539,1,2021-Q2,6,160.5021814014697,0,0
MK-2021-Q3,2605.0,MK,2021,3,2058539,1,2021-Q3,7,126.54606009407644,0,0
MK-2021-Q4,2997.0,MK,2021,4,2058539,1,2021-Q4,8,145.58869178577623,0,0
MK-2022-Q1,3525.0,MK,2022,1,2058539,1,2022-Q1,9,171.23795079908615,0,0
MK-2022-Q2,4052.0,MK,2022,2,2058539,1,2022-Q2,10,196.8386316703254,0,0
MK-2022-Q3,2988.0,MK,2022,3,2058539,1,2022-Q3,11,145.15148850714024,0,0
MK-2022-Q4,3721.0,MK,2022,4,2058539,1,2022-Q4,12,180.75926664493605,1,1
MK-2023-Q1,4386.0,MK,2023,1,2058539,1,2023-Q1,13,213.06373112192676,1,1
MK-2023-Q2,4887.0,MK,2023,2,2058539,1,2023-Q2,14,237.40138029932882,1,1
MK-2023-Q3,3777.0,MK,2023,3,2058539,1,2023-Q3,15,183.47964260089316,1,1
MK-2023-Q4,4201.0,MK,2023,4,2058539,1,2023-Q4,16,204.07677483885413,1,1
ML-2020-Q1,0.0,ML,2020,1,15768000,1,2020-Q1,1,0.0,0,0
ML-2020-Q2,0.0,ML,2020,2,15768000,1,2020-Q2,2,0.0,0,0
ML-2020-Q3,0.0,ML,2020,3,15768000,1,2020-Q3,3,0.0,0,0
ML-2020-Q4,0.0,ML,2020,4,15768000,1,2020-Q4,4,0.0,0,0
ML-2021-Q1,0.0,ML,2021,1,15768000,1,2021-Q1,5,0.0,0,0
ML-2021-Q2,0.0,ML,2021,2,15768000,1,2021-Q2,6,0.0,0,0
ML-2021-Q3,0.0,ML,2021,3,15768000,1,2021-Q3,7,0.0,0,0
ML-2021-Q4,115.0,ML,2021,4,15768000,1,2021-Q4,8,0.7293252156265855,0,0
ML-2022-Q1,114.0,ML,2022,1,15768000,1,2022-Q1,9,0.7229832572298326,0,0
ML-2022-Q2,139.0,ML,2022,2,15768000,1,2022-Q2,10,0.8815322171486555,0,0
ML-2022-Q3,293.0,ML,2022,3,15768000,1,2022-Q3,11,1.8581938102486046,0,0
ML-2022-Q4,196.0,ML,2022,4,15768000,1,2022-Q4,12,1.2430238457635718,1,1
ML-2023-Q1,226.0,ML,2023,1,15768000,1,2023-Q1,13,1.4332825976661594,1,1
ML-2023-Q2,207.0,ML,2023,2,15768000,1,2023-Q2,14,1.3127853881278537,1,1
ML-2023-Q3,217.0,ML,2023,3,15768000,1,2023-Q3,15,1.376204972095383,1,1
ML-2023-Q4,187.0,ML,2023,4,15768000,1,2023-Q4,16,1.1859462201927955,1,1
MM-2020-Q1,2638.0,MM,2020,1,54688774,1,2020-Q1,1,4.823659056610046,0,0
MM-2020-Q2,2817.0,MM,2020,2,54688774,1,2020-Q2,2,5.150965717388362,0,0
MM-2020-Q3,3580.0,MM,2020,3,54688774,1,2020-Q3,3,6.546133215566325,0,0
MM-2020-Q4,3628.0,MM,2020,4,54688774,1,2020-Q4,4,6.6339025994621865,0,0
MM-2021-Q1,2001.0,MM,2021,1,54688774,1,2021-Q1,5,3.65888619115872,0,0
MM-2021-Q2,1441.0,MM,2021,2,54688774,1,2021-Q2,6,2.634910045707004,0,0
MM-2021-Q3,2182.0,MM,2021,3,54688774,1,2021-Q3,7,3.989849909599363,0,0
MM-2021-Q4,2423.0,MM,2021,4,54688774,1,2021-Q4,8,4.430525357909834,0,0
MM-2022-Q1,2860.0,MM,2022,1,54688774,1,2022-Q1,9,5.229592457128404,0,0
MM-2022-Q2,3536.0,MM,2022,2,54688774,1,2022-Q2,10,6.465677946995119,0,0
MM-2022-Q3,4198.0,MM,2022,3,54688774,1,2022-Q3,11,7.67616403322554,0,0
MM-2022-Q4,4535.0,MM,2022,4,54688774,1,2022-Q4,12,8.292378249327731,1,1
MM-2023-Q1,5538.0,MM,2023,1,54688774,1,2023-Q1,13,10.126392666985002,1,1
MM-2023-Q2,5874.0,MM,2023,2,54688774,1,2023-Q2,14,10.740778354256031,1,1
MM-2023-Q3,6591.0,MM,2023,3,54688774,1,2023-Q3,15,12.05183352620046,1,1
MM-2023-Q4,6787.0,MM,2023,4,54688774,1,2023-Q4,16,12.41022517710856,1,1
MN-2020-Q1,413.0,MN,2020,1,2987733,1,2020-Q1,1,13.82318968930624,0,0
MN-2020-Q2,507.0,MN,2020,2,2987733,1,2020-Q2,2,16.969387826823883,0,0
MN-2020-Q3,461.0,MN,2020,3,2987733,1,2020-Q3,3,15.429758951017376,0,0
MN-2020-Q4,852.0,MN,2020,4,2987733,1,2020-Q4,4,28.516604395372678,0,0
MN-2021-Q1,1044.0,MN,2021,1,2987733,1,2021-Q1,5,34.94288144221723,0,0
MN-2021-Q2,1185.0,MN,2021,2,2987733,1,2021-Q2,6,39.66217864849369,0,0
MN-2021-Q3,638.0,MN,2021,3,2987733,1,2021-Q3,7,21.353983103577193,0,0
MN-2021-Q4,1095.0,MN,2021,4,2987733,1,2021-Q4,8,36.64986128278531,0,0
MN-2022-Q1,1337.0,MN,2022,1,2987733,1,2022-Q1,9,44.74964797724562,0,0
MN-2022-Q2,1759.0,MN,2022,2,2987733,1,2022-Q2,10,58.874069403122704,0,0
MN-2022-Q3,1384.0,MN,2022,3,2987733,1,2022-Q3,11,46.322747046004444,0,0
MN-2022-Q4,2016.0,MN,2022,4,2987733,1,2022-Q4,12,67.47590899186774,1,1
MN-2023-Q1,1976.0,MN,2023,1,2987733,1,2023-Q1,13,66.13710127377513,1,1
MN-2023-Q2,2709.0,MN,2023,2,2987733,1,2023-Q2,14,90.67075270782229,1,1
MN-2023-Q3,1769.0,MN,2023,3,2987733,1,2023-Q3,15,59.20877133264586,1,1
MN-2023-Q4,2634.0,MN,2023,4,2987733,1,2023-Q4,16,88.16048823639863,1,1
MO-2020-Q1,242.0,MO,2020,1,631000,0,2020-Q1,1,38.35182250396196,0,0
MO-2020-Q2,281.0,MO,2020,2,631000,0,2020-Q2,2,44.532488114104595,0,0
MO-2020-Q3,292.0,MO,2020,3,631000,0,2020-Q3,3,46.275752773375594,0,0
MO-2020-Q4,271.0,MO,2020,4,631000,0,2020-Q4,4,42.94770206022187,0,0
MO-2021-Q1,336.0,MO,2021,1,631000,0,2021-Q1,5,53.24881141045959,0,0
MO-2021-Q2,342.0,MO,2021,2,631000,0,2021-Q2,6,54.199683042789225,0,0
MO-2021-Q3,282.0,MO,2021,3,631000,0,2021-Q3,7,44.69096671949287,0,0
MO-2021-Q4,363.0,MO,2021,4,631000,0,2021-Q4,8,57.52773375594294,0,0
MO-2022-Q1,363.0,MO,2022,1,631000,0,2022-Q1,9,57.52773375594294,0,0
MO-2022-Q2,400.0,MO,2022,2,631000,0,2022-Q2,10,63.391442155309036,0,0
MO-2022-Q3,381.0,MO,2022,3,631000,0,2022-Q3,11,60.38034865293186,0,0
MO-2022-Q4,434.0,MO,2022,4,631000,0,2022-Q4,12,68.77971473851031,0,0
MO-2023-Q1,473.0,MO,2023,1,631000,0,2023-Q1,13,74.96038034865293,0,0
MO-2023-Q2,526.0,MO,2023,2,631000,0,2023-Q2,14,83.35974643423138,0,0
MO-2023-Q3,443.0,MO,2023,3,631000,0,2023-Q3,15,70.20602218700475,0,0
MO-2023-Q4,499.0,MO,2023,4,631000,0,2023-Q4,16,79.08082408874802,0,0
MR-2020-Q1,0.0,MR,2020,1,3545620,1,2020-Q1,1,0.0,0,0
MR-2020-Q2,0.0,MR,2020,2,3545620,1,2020-Q2,2,0.0,0,0
MR-2020-Q3,0.0,MR,2020,3,3545620,1,2020-Q3,3,0.0,0,0
MR-2020-Q4,0.0,MR,2020,4,3545620,1,2020-Q4,4,0.0,0,0
MR-2021-Q1,0.0,MR,2021,1,3545620,1,2021-Q1,5,0.0,0,0
MR-2021-Q2,0.0,MR,2021,2,3545620,1,2021-Q2,6,0.0,0,0
MR-2021-Q3,0.0,MR,2021,3,3545620,1,2021-Q3,7,0.0,0,0
MR-2021-Q4,0.0,MR,2021,4,3545620,1,2021-Q4,8,0.0,0,0
MR-2022-Q1,0.0,MR,2022,1,3545620,1,2022-Q1,9,0.0,0,0
MR-2022-Q2,0.0,MR,2022,2,3545620,1,2022-Q2,10,0.0,0,0
MR-2022-Q3,0.0,MR,2022,3,3545620,1,2022-Q3,11,0.0,0,0
MR-2022-Q4,0.0,MR,2022,4,3545620,1,2022-Q4,12,0.0,1,1
MR-2023-Q1,105.0,MR,2023,1,3545620,1,2023-Q1,13,2.961400262859528,1,1
MR-2023-Q2,120.0,MR,2023,2,3545620,1,2023-Q2,14,3.384457443268032,1,1
MR-2023-Q3,117.0,MR,2023,3,3545620,1,2023-Q3,15,3.2998460071863316,1,1
MR-2023-Q4,117.0,MR,2023,4,3545620,1,2023-Q4,16,3.2998460071863316,1,1
MT-2020-Q1,597.0,MT,2020,1,416055,1,2020-Q1,1,143.49064426578218,0,0
MT-2020-Q2,937.0,MT,2020,2,416055,1,2020-Q2,2,225.21060917426783,0,0
MT-2020-Q3,458.0,MT,2020,3,416055,1,2020-Q3,3,110.0815997884895,0,0
MT-2020-Q4,725.0,MT,2020,4,416055,1,2020-Q4,4,174.25580752544735,0,0
MT-2021-Q1,884.0,MT,2021,1,416055,1,2021-Q1,5,212.4719087620627,0,0
MT-2021-Q2,885.0,MT,2021,2,416055,1,2021-Q2,6,212.71226160002885,0,0
MT-2021-Q3,499.0,MT,2021,3,416055,1,2021-Q3,7,119.93606614510101,0,0
MT-2021-Q4,783.0,MT,2021,4,416055,1,2021-Q4,8,188.19627212748313,0,0
MT-2022-Q1,879.0,MT,2022,1,416055,1,2022-Q1,9,211.27014457223203,0,0
MT-2022-Q2,1038.0,MT,2022,2,416055,1,2022-Q2,10,249.4862458088474,0,0
MT-2022-Q3,749.0,MT,2022,3,416055,1,2022-Q3,11,180.02427563663457,0,0
MT-2022-Q4,1101.0,MT,2022,4,416055,1,2022-Q4,12,264.62847460071384,1,1
MT-2023-Q1,1250.0,MT,2023,1,416055,1,2023-Q1,13,300.4410474576679,1,1
MT-2023-Q2,1284.0,MT,2023,2,416055,1,2023-Q2,14,308.6130439485164,1,1
MT-2023-Q3,993.0,MT,2023,3,416055,1,2023-Q3,15,238.67036810037135,1,1
MT-2023-Q4,1350.0,MT,2023,4,416055,1,2023-Q4,16,324.47633125428126,1,1
MU-2020-Q1,237.0,MU,2020,1,1261208,1,2020-Q1,1,18.791507824244693,0,0
MU-2020-Q2,518.0,MU,2020,2,1261208,1,2020-Q2,2,41.07173440066983,0,0
MU-2020-Q3,369.0,MU,2020,3,1261208,1,2020-Q3,3,29.25766408078604,0,0
MU-2020-Q4,466.0,MU,2020,4,1261208,1,2020-Q4,4,36.94870314809294,0,0
MU-2021-Q1,412.0,MU,2021,1,1261208,1,2021-Q1,5,32.66709377041693,0,0
MU-2021-Q2,560.0,MU,2021,2,1261208,1,2021-Q2,6,44.401875027751174,0,0
MU-2021-Q3,428.0,MU,2021,3,1261208,1,2021-Q3,7,33.93571877120982,0,0
MU-2021-Q4,696.0,MU,2021,4,1261208,1,2021-Q4,8,55.185187534490744,0,0
MU-2022-Q1,770.0,MU,2022,1,1261208,1,2022-Q1,9,61.05257816315786,0,0
MU-2022-Q2,728.0,MU,2022,2,1261208,1,2022-Q2,10,57.72243753607653,0,0
MU-2022-Q3,804.0,MU,2022,3,1261208,1,2022-Q3,11,63.748406289842755,0,0
MU-2022-Q4,587.0,MU,2022,4,1261208,1,2022-Q4,12,46.54267971658918,1,1
MU-2023-Q1,875.0,MU,2023,1,1261208,1,2023-Q1,13,69.3779297308612,1,1
MU-2023-Q2,1028.0,MU,2023,2,1261208,1,2023-Q2,14,81.50915630094323,1,1
MU-2023-Q3,1060.0,MU,2023,3,1261208,1,2023-Q3,15,84.04640630252901,1,1
MU-2023-Q4,797.0,MU,2023,4,1261208,1,2023-Q4,16,63.19338285199587,1,1
MV-2020-Q1,0.0,MV,2020,1,341256,1,2020-Q1,1,0.0,0,0
MV-2020-Q2,0.0,MV,2020,2,341256,1,2020-Q2,2,0.0,0,0
MV-2020-Q3,0.0,MV,2020,3,341256,1,2020-Q3,3,0.0,0,0
MV-2020-Q4,0.0,MV,2020,4,341256,1,2020-Q4,4,0.0,0,0
MV-2021-Q1,0.0,MV,2021,1,341256,1,2021-Q1,5,0.0,0,0
MV-2021-Q2,106.0,MV,2021,2,341256,1,2021-Q2,6,31.061724922052655,0,0
MV-2021-Q3,114.0,MV,2021,3,341256,1,2021-Q3,7,33.4060060482453,0,0
MV-2021-Q4,113.0,MV,2021,4,341256,1,2021-Q4,8,33.11297090747122,0,0
MV-2022-Q1,128.0,MV,2022,1,341256,1,2022-Q1,9,37.508498019082445,0,0
MV-2022-Q2,123.0,MV,2022,2,341256,1,2022-Q2,10,36.04332231521204,0,0
MV-2022-Q3,147.0,MV,2022,3,341256,1,2022-Q3,11,43.07616569379,0,0
MV-2022-Q4,176.0,MV,2022,4,341256,1,2022-Q4,12,51.57418477623836,1,1
MV-2023-Q1,148.0,MV,2023,1,341256,1,2023-Q1,13,43.36920083456408,1,1
MV-2023-Q2,167.0,MV,2023,2,341256,1,2023-Q2,14,48.936868509271626,1,1
MV-2023-Q3,176.0,MV,2023,3,341256,1,2023-Q3,15,51.57418477623836,1,1
MV-2023-Q4,166.0,MV,2023,4,341256,1,2023-Q4,16,48.643833368497546,1,1
MW-2020-Q1,0.0,MW,2020,1,15805239,1,2020-Q1,1,0.0,0,0
MW-2020-Q2,0.0,MW,2020,2,15805239,1,2020-Q2,2,0.0,0,0
MW-2020-Q3,0.0,MW,2020,3,15805239,1,2020-Q3,3,0.0,0,0
MW-2020-Q4,0.0,MW,2020,4,15805239,1,2020-Q4,4,0.0,0,0
MW-2021-Q1,0.0,MW,2021,1,15805239,1,2021-Q1,5,0.0,0,0
MW-2021-Q2,119.0,MW,2021,2,15805239,1,2021-Q2,6,0.7529149037227466,0,0
MW-2021-Q3,132.0,MW,2021,3,15805239,1,2021-Q3,7,0.8351661116924584,0,0
MW-2021-Q4,166.0,MW,2021,4,15805239,1,2021-Q4,8,1.0502846556132432,0,0
MW-2022-Q1,197.0,MW,2022,1,15805239,1,2022-Q1,9,1.2464221515410174,0,0
MW-2022-Q2,334.0,MW,2022,2,15805239,1,2022-Q2,10,2.1132233432218266,0,0
MW-2022-Q3,486.0,MW,2022,3,15805239,1,2022-Q3,11,3.074929774867688,0,0
MW-2022-Q4,547.0,MW,2022,4,15805239,1,2022-Q4,12,3.4608777507255666,1,1
MW-2023-Q1,612.0,MW,2023,1,15805239,1,2023-Q1,13,3.8721337905741255,1,1
MW-2023-Q2,970.0,MW,2023,2,15805239,1,2023-Q2,14,6.137205517740035,1,1
MW-2023-Q3,900.0,MW,2023,3,15805239,1,2023-Q3,15,5.694314397903126,1,1
MW-2023-Q4,704.0,MW,2023,4,15805239,1,2023-Q4,16,4.4542192623597785,1,1
MX-2020-Q1,42689.0,MX,2020,1,119713203,1,2020-Q1,1,35.65939172139601,0,0
MX-2020-Q2,54812.0,MX,2020,2,119713203,1,2020-Q2,2,45.7860942873611,0,0
MX-2020-Q3,50411.0,MX,2020,3,119713203,1,2020-Q3,3,42.10980805517333,0,0
MX-2020-Q4,56143.0,MX,2020,4,119713203,1,2020-Q4,4,46.89791818534836,0,0
MX-2021-Q1,57466.0,MX,2021,1,119713203,1,2021-Q1,5,48.00305944533119,0,0
MX-2021-Q2,64661.0,MX,2021,2,119713203,1,2021-Q2,6,54.0132570005666,0,0
MX-2021-Q3,59424.0,MX,2021,3,119713203,1,2021-Q3,7,49.63863509691575,0,0
MX-2021-Q4,66294.0,MX,2021,4,119713203,1,2021-Q4,8,55.377350483221136,0,0
MX-2022-Q1,68630.0,MX,2022,1,119713203,1,2022-Q1,9,57.32868078051508,0,0
MX-2022-Q2,78621.0,MX,2022,2,119713203,1,2022-Q2,10,65.67446031829923,0,0
MX-2022-Q3,70354.0,MX,2022,3,119713203,1,2022-Q3,11,58.76878927047002,0,0
MX-2022-Q4,80838.0,MX,2022,4,119713203,1,2022-Q4,12,67.52638637527726,1,1
MX-2023-Q1,78939.0,MX,2023,1,119713203,1,2023-Q1,13,65.94009517897538,1,1
MX-2023-Q2,90597.0,MX,2023,2,119713203,1,2023-Q2,14,75.6783694109329,1,1
MX-2023-Q3,79002.0,MX,2023,3,119713203,1,2023-Q3,15,65.99272095326027,1,1
MX-2023-Q4,91863.0,MX,2023,4,119713203,1,2023-Q4,16,76.73589687513415,1,1
MY-2020-Q1,11451.0,MY,2020,1,30430500,1,2020-Q1,1,37.630009365603584,0,0
MY-2020-Q2,14493.0,MY,2020,2,30430500,1,2020-Q2,2,47.62655888007098,0,0
MY-2020-Q3,15770.0,MY,2020,3,30430500,1,2020-Q3,3,51.82300652306074,0,0
MY-2020-Q4,16156.0,MY,2020,4,30430500,1,2020-Q4,4,53.09147072838107,0,0
MY-2021-Q1,16748.0,MY,2021,1,30430500,1,2021-Q1,5,55.03688733343192,0,0
MY-2021-Q2,17843.0,MY,2021,2,30430500,1,2021-Q2,6,58.63525081743645,0,0
MY-2021-Q3,18092.0,MY,2021,3,30430500,1,2021-Q3,7,59.453508815168995,0,0
MY-2021-Q4,17781.0,MY,2021,4,30430500,1,2021-Q4,8,58.431507862177746,0,0
MY-2022-Q1,19246.0,MY,2022,1,30430500,1,2022-Q1,9,63.245756724339074,0,0
MY-2022-Q2,20897.0,MY,2022,2,30430500,1,2022-Q2,10,68.6712344522765,0,0
MY-2022-Q3,20672.0,MY,2022,3,30430500,1,2022-Q3,11,67.93184469528927,0,0
MY-2022-Q4,20321.0,MY,2022,4,30430500,1,2022-Q4,12,66.77839667438917,1,1
MY-2023-Q1,23724.0,MY,2023,1,30430500,1,2023-Q1,13,77.96125597673387,1,1
MY-2023-Q2,26321.0,MY,2023,2,30430500,1,2023-Q2,14,86.49545686071541,1,1
MY-2023-Q3,26060.0,MY,2023,3,30430500,1,2023-Q3,15,85.6377647426102,1,1
MY-2023-Q4,27703.0,MY,2023,4,30430500,1,2023-Q4,16,91.03695305696587,1,1
MZ-2020-Q1,128.0,MZ,2020,1,25041922,1,2020-Q1,1,0.5111428747362123,0,0
MZ-2020-Q2,295.0,MZ,2020,2,25041922,1,2020-Q2,2,1.1780245941186145,0,0
MZ-2020-Q3,240.0,MZ,2020,3,25041922,1,2020-Q3,3,0.9583928901303981,0,0
MZ-2020-Q4,312.0,MZ,2020,4,25041922,1,2020-Q4,4,1.2459107571695176,0,0
MZ-2021-Q1,330.0,MZ,2021,1,25041922,1,2021-Q1,5,1.3177902239292973,0,0
MZ-2021-Q2,499.0,MZ,2021,2,25041922,1,2021-Q2,6,1.992658550729453,0,0
MZ-2021-Q3,569.0,MZ,2021,3,25041922,1,2021-Q3,7,2.272189810350819,0,0
MZ-2021-Q4,531.0,MZ,2021,4,25041922,1,2021-Q4,8,2.1204442694135057,0,0
MZ-2022-Q1,612.0,MZ,2022,1,25041922,1,2022-Q1,9,2.4439018698325152,0,0
MZ-2022-Q2,793.0,MZ,2022,2,25041922,1,2022-Q2,10,3.16668984113919,0,0
MZ-2022-Q3,1033.0,MZ,2022,3,25041922,1,2022-Q3,11,4.125082731269589,0,0
MZ-2022-Q4,1035.0,MZ,2022,4,25041922,1,2022-Q4,12,4.133069338687342,1,1
MZ-2023-Q1,1083.0,MZ,2023,1,25041922,1,2023-Q1,13,4.324747916713421,1,1
MZ-2023-Q2,1222.0,MZ,2023,2,25041922,1,2023-Q2,14,4.879817132247277,1,1
MZ-2023-Q3,1401.0,MZ,2023,3,25041922,1,2023-Q3,15,5.594618496136199,1,1
MZ-2023-Q4,1273.0,MZ,2023,4,25041922,1,2023-Q4,16,5.0834756213999865,1,1
NE-2020-Q1,0.0,NE,2020,1,17138707,1,2020-Q1,1,0.0,0,0
NE-2020-Q2,0.0,NE,2020,2,17138707,1,2020-Q2,2,0.0,0,0
NE-2020-Q3,0.0,NE,2020,3,17138707,1,2020-Q3,3,0.0,0,0
NE-2020-Q4,0.0,NE,2020,4,17138707,1,2020-Q4,4,0.0,0,0
NE-2021-Q1,0.0,NE,2021,1,17138707,1,2021-Q1,5,0.0,0,0
NE-2021-Q2,0.0,NE,2021,2,17138707,1,2021-Q2,6,0.0,0,0
NE-2021-Q3,0.0,NE,2021,3,17138707,1,2021-Q3,7,0.0,0,0
NE-2021-Q4,0.0,NE,2021,4,17138707,1,2021-Q4,8,0.0,0,0
NE-2022-Q1,0.0,NE,2022,1,17138707,1,2022-Q1,9,0.0,0,0
NE-2022-Q2,0.0,NE,2022,2,17138707,1,2022-Q2,10,0.0,0,0
NE-2022-Q3,0.0,NE,2022,3,17138707,1,2022-Q3,11,0.0,0,0
NE-2022-Q4,0.0,NE,2022,4,17138707,1,2022-Q4,12,0.0,1,1
NE-2023-Q1,109.0,NE,2023,1,17138707,1,2023-Q1,13,0.6359873005589045,1,1
NE-2023-Q2,0.0,NE,2023,2,17138707,1,2023-Q2,14,0.0,1,1
NE-2023-Q3,0.0,NE,2023,3,17138707,1,2023-Q3,15,0.0,1,1
NE-2023-Q4,0.0,NE,2023,4,17138707,1,2023-Q4,16,0.0,1,1
NG-2020-Q1,17469.0,NG,2020,1,178517000,1,2020-Q1,1,9.785622657786092,0,0
NG-2020-Q2,32240.0,NG,2020,2,178517000,1,2020-Q2,2,18.059904658940045,0,0
NG-2020-Q3,25809.0,NG,2020,3,178517000,1,2020-Q3,3,14.457446629732743,0,0
NG-2020-Q4,23824.0,NG,2020,4,178517000,1,2020-Q4,4,13.345507710750237,0,0
NG-2021-Q1,24382.0,NG,2021,1,178517000,1,2021-Q1,5,13.65808298369343,0,0
NG-2021-Q2,28378.0,NG,2021,2,178517000,1,2021-Q2,6,15.896525260899523,0,0
NG-2021-Q3,31469.0,NG,2021,3,178517000,1,2021-Q3,7,17.628013018367998,0,0
NG-2021-Q4,31523.0,NG,2021,4,178517000,1,2021-Q4,8,17.65826223833024,0,0
NG-2022-Q1,38130.0,NG,2022,1,178517000,1,2022-Q1,9,21.35931031778486,0,0
NG-2022-Q2,53635.0,NG,2022,2,178517000,1,2022-Q2,10,30.04475764212932,0,0
NG-2022-Q3,73789.0,NG,2022,3,178517000,1,2022-Q3,11,41.33443873692701,0,0
NG-2022-Q4,74671.0,NG,2022,4,178517000,1,2022-Q4,12,41.82850932964368,1,1
NG-2023-Q1,79322.0,NG,2023,1,178517000,1,2023-Q1,13,44.433863441576996,1,1
NG-2023-Q2,76616.0,NG,2023,2,178517000,1,2023-Q2,14,42.91804141902452,1,1
NG-2023-Q3,80646.0,NG,2023,3,178517000,1,2023-Q3,15,45.17552950139202,1,1
NG-2023-Q4,76001.0,NG,2023,4,178517000,1,2023-Q4,16,42.57353641389896,1,1
NI-2020-Q1,618.0,NI,2020,1,6134270,1,2020-Q1,1,10.074548397771862,0,0
NI-2020-Q2,844.0,NI,2020,2,6134270,1,2020-Q2,2,13.758768362005585,0,0
NI-2020-Q3,966.0,NI,2020,3,6134270,1,2020-Q3,3,15.747595068361843,0,0
NI-2020-Q4,1128.0,NI,2020,4,6134270,1,2020-Q4,4,18.38849610467097,0,0
NI-2021-Q1,1168.0,NI,2021,1,6134270,1,2021-Q1,5,19.04057043462384,0,0
NI-2021-Q2,1497.0,NI,2021,2,6134270,1,2021-Q2,6,24.40388179848621,0,0
NI-2021-Q3,1441.0,NI,2021,3,6134270,1,2021-Q3,7,23.49097773655219,0,0
NI-2021-Q4,1660.0,NI,2021,4,6134270,1,2021-Q4,8,27.061084693044158,0,0
NI-2022-Q1,1628.0,NI,2022,1,6134270,1,2022-Q1,9,26.53942522908186,0,0
NI-2022-Q2,1889.0,NI,2022,2,6134270,1,2022-Q2,10,30.794210232024348,0,0
NI-2022-Q3,1926.0,NI,2022,3,6134270,1,2022-Q3,11,31.397378987230752,0,0
NI-2022-Q4,2114.0,NI,2022,4,6134270,1,2022-Q4,12,34.46212833800925,1,1
NI-2023-Q1,1994.0,NI,2023,1,6134270,1,2023-Q1,13,32.50590534815064,1,1
NI-2023-Q2,2732.0,NI,2023,2,6134270,1,2023-Q2,14,44.536676735781114,1,1
NI-2023-Q3,2395.0,NI,2023,3,6134270,1,2023-Q3,15,39.04295050592817,1,1
NI-2023-Q4,2526.0,NI,2023,4,6134270,1,2023-Q4,16,41.17849393652383,1,1
NL-2020-Q1,72365.0,NL,2020,1,16881000,1,2020-Q1,1,428.6772110656952,0,0
NL-2020-Q2,74808.0,NL,2020,2,16881000,1,2020-Q2,2,443.14910254131865,0,0
NL-2020-Q3,65597.0,NL,2020,3,16881000,1,2020-Q3,3,388.58479947870387,0,0
NL-2020-Q4,73718.0,NL,2020,4,16881000,1,2020-Q4,4,436.69213909128604,0,0
NL-2021-Q1,78451.0,NL,2021,1,16881000,1,2021-Q1,5,464.7295776316569,0,0
NL-2021-Q2,78458.0,NL,2021,2,16881000,1,2021-Q2,6,464.77104436940937,0,0
NL-2021-Q3,67099.0,NL,2021,3,16881000,1,2021-Q3,7,397.48237663645523,0,0
NL-2021-Q4,79268.0,NL,2021,4,16881000,1,2021-Q4,8,469.5693383093419,0,0
NL-2022-Q1,85321.0,NL,2022,1,16881000,1,2022-Q1,9,505.42621882589896,0,0
NL-2022-Q2,88513.0,NL,2022,2,16881000,1,2022-Q2,10,524.3350512410402,0,0
NL-2022-Q3,80526.0,NL,2022,3,16881000,1,2022-Q3,11,477.0215034654345,0,0
NL-2022-Q4,93310.0,NL,2022,4,16881000,1,2022-Q4,12,552.7516142408625,1,1
NL-2023-Q1,98418.0,NL,2023,1,16881000,1,2023-Q1,13,583.0104851608316,1,1
NL-2023-Q2,103363.0,NL,2023,2,16881000,1,2023-Q2,14,612.3037734731355,1,1
NL-2023-Q3,89793.0,NL,2023,3,16881000,1,2023-Q3,15,531.9175404300694,1,1
NL-2023-Q4,102364.0,NL,2023,4,16881000,1,2023-Q4,16,606.3858776138854,1,1
NO-2020-Q1,22390.0,NO,2020,1,5156450,1,2020-Q1,1,434.21346081121703,0,0
NO-2020-Q2,21025.0,NO,2020,2,5156450,1,2020-Q2,2,407.74176031959973,0,0
NO-2020-Q3,21026.0,NO,2020,3,5156450,1,2020-Q3,3,407.76115350677304,0,0
NO-2020-Q4,24593.0,NO,2020,4,5156450,1,2020-Q4,4,476.9366521540983,0,0
NO-2021-Q1,24655.0,NO,2021,1,5156450,1,2021-Q1,5,478.1390297588457,0,0
NO-2021-Q2,24268.0,NO,2021,2,5156450,1,2021-Q2,6,470.6338663227608,0,0
NO-2021-Q3,21428.0,NO,2021,3,5156450,1,2021-Q3,7,415.55721475045823,0,0
NO-2021-Q4,25603.0,NO,2021,4,5156450,1,2021-Q4,8,496.5237711991777,0,0
NO-2022-Q1,27194.0,NO,2022,1,5156450,1,2022-Q1,9,527.3783319919712,0,0
NO-2022-Q2,26479.0,NO,2022,2,5156450,1,2022-Q2,10,513.5122031630289,0,0
