,iso2_code,language,year_quarter,unique_id,num_pushers,language_type,year,quarter,gpt_available,population,num_pushers_pc,post_CI,python,Treatment
12105,GB,Fortran,2022-Q2,GB-Fortran,984,programming,2022,10,1,64105654,1.5349660109543535,0,0,0
12106,GB,Fortran,2022-Q3,GB-Fortran,993,programming,2022,11,1,64105654,1.5490053342252774,0,0,0
12107,GB,Fortran,2022-Q4,GB-Fortran,1116,programming,2022,12,1,64105654,1.7408760855945717,0,0,0
12108,GB,Fortran,2023-Q1,GB-Fortran,1231,programming,2023,13,1,64105654,1.9202674385008225,1,0,0
12109,GB,Fortran,2023-Q2,GB-Fortran,1152,programming,2023,14,1,64105654,1.7970333786782677,1,0,0
12110,GB,Fortran,2023-Q3,GB-Fortran,1136,programming,2023,15,1,64105654,1.7720745817521806,1,0,0
12111,GB,Fortran,2023-Q4,GB-Fortran,1133,programming,2023,16,1,64105654,1.7673948073285395,1,0,0
12112,GB,Julia,2020-Q1,GB-Julia,412,programming,2020,1,1,64105654,0.6426890208467415,0,0,0
12113,GB,Julia,2020-Q2,GB-Julia,454,programming,2020,2,1,64105654,0.70820586277772,0,0,0
12114,GB,Julia,2020-Q3,GB-Julia,443,programming,2020,3,1,64105654,0.6910466898910352,0,0,0
12115,GB,Julia,2020-Q4,GB-Julia,568,programming,2020,4,1,64105654,0.8860372908760903,0,0,0
12116,GB,Julia,2021-Q1,GB-Julia,475,programming,2021,5,1,64105654,0.7409642837432093,0,0,0
12117,GB,Julia,2021-Q2,GB-Julia,527,programming,2021,6,1,64105654,0.8220803737529923,0,0,0
12118,GB,Julia,2021-Q3,GB-Julia,521,programming,2021,7,1,64105654,0.8127208249057096,0,0,0
12119,GB,Julia,2021-Q4,GB-Julia,608,programming,2021,8,1,64105654,0.9484342831913078,0,0,0
12120,GB,Julia,2022-Q1,GB-Julia,584,programming,2022,9,1,64105654,0.9109960878021772,0,0,0
12121,GB,Julia,2022-Q2,GB-Julia,574,programming,2022,10,1,64105654,0.8953968397233729,0,0,0
12122,GB,Julia,2022-Q3,GB-Julia,581,programming,2022,11,1,64105654,0.9063163133785359,0,0,0
12123,GB,Julia,2022-Q4,GB-Julia,666,programming,2022,12,1,64105654,1.0389099220483735,0,0,0
12124,GB,Julia,2023-Q1,GB-Julia,713,programming,2023,13,1,64105654,1.1122263880187542,1,0,0
12125,GB,Julia,2023-Q2,GB-Julia,680,programming,2023,14,1,64105654,1.0607488693586997,1,0,0
12126,GB,Julia,2023-Q3,GB-Julia,650,programming,2023,15,1,64105654,1.0139511251222864,1,0,0
12127,GB,Julia,2023-Q4,GB-Julia,731,programming,2023,16,1,64105654,1.140305034560602,1,0,0
12128,GB,SAS,2020-Q1,GB-SAS,118,programming,2020,1,1,64105654,0.184071127329892,0,0,0
12129,GB,SAS,2020-Q2,GB-SAS,117,programming,2020,2,1,64105654,0.18251120252201156,0,0,0
12130,GB,SAS,2020-Q3,GB-SAS,125,programming,2020,3,1,64105654,0.1949906009850551,0,0,0
12131,GB,SAS,2020-Q4,GB-SAS,120,programming,2020,4,1,64105654,0.18719097694565287,0,0,0
12132,GB,SAS,2021-Q1,GB-SAS,126,programming,2021,5,1,64105654,0.19655052579293553,0,0,0
12133,GB,SAS,2021-Q2,GB-SAS,119,programming,2021,6,1,64105654,0.18563105213777242,0,0,0
12134,GB,SAS,2021-Q3,GB-SAS,109,programming,2021,7,1,64105654,0.17003180405896803,0,0,0
12135,GB,SAS,2021-Q4,GB-SAS,124,programming,2021,8,1,64105654,0.19343067617717463,0,0,0
12136,GB,SAS,2022-Q1,GB-SAS,135,programming,2022,9,1,64105654,0.2105898490638595,0,0,0
12137,GB,SAS,2022-Q2,GB-SAS,134,programming,2022,10,1,64105654,0.20902992425597902,0,0,0
12138,GB,SAS,2022-Q3,GB-SAS,126,programming,2022,11,1,64105654,0.19655052579293553,0,0,0
12139,GB,SAS,2022-Q4,GB-SAS,108,programming,2022,12,1,64105654,0.1684718792510876,0,0,0
12140,GB,SAS,2023-Q1,GB-SAS,112,programming,2023,13,1,64105654,0.17471157848260935,1,0,0
12141,GB,SAS,2023-Q2,GB-SAS,143,programming,2023,14,1,64105654,0.223069247526903,1,0,0
12142,GB,SAS,2023-Q3,GB-SAS,127,programming,2023,15,1,64105654,0.19811045060081595,1,0,0
12143,GB,SAS,2023-Q4,GB-SAS,141,programming,2023,16,1,64105654,0.21994939791114215,1,0,0
12144,GB,SQL,2020-Q1,GB-SQL,0,,2020,1,1,64105654,0.0,0,0,0
12145,GB,SQL,2020-Q2,GB-SQL,0,,2020,2,1,64105654,0.0,0,0,0
12146,GB,SQL,2020-Q3,GB-SQL,0,,2020,3,1,64105654,0.0,0,0,0
12147,GB,SQL,2020-Q4,GB-SQL,0,,2020,4,1,64105654,0.0,0,0,0
12148,GB,SQL,2021-Q1,GB-SQL,0,,2021,5,1,64105654,0.0,0,0,0
12149,GB,SQL,2021-Q2,GB-SQL,0,,2021,6,1,64105654,0.0,0,0,0
12150,GB,SQL,2021-Q3,GB-SQL,0,,2021,7,1,64105654,0.0,0,0,0
12151,GB,SQL,2021-Q4,GB-SQL,0,,2021,8,1,64105654,0.0,0,0,0
12152,GB,SQL,2022-Q1,GB-SQL,0,,2022,9,1,64105654,0.0,0,0,0
12153,GB,SQL,2022-Q2,GB-SQL,0,,2022,10,1,64105654,0.0,0,0,0
12154,GB,SQL,2022-Q3,GB-SQL,0,,2022,11,1,64105654,0.0,0,0,0
12155,GB,SQL,2022-Q4,GB-SQL,0,,2022,12,1,64105654,0.0,0,0,0
12156,GB,SQL,2023-Q1,GB-SQL,0,,2023,13,1,64105654,0.0,1,0,0
12157,GB,SQL,2023-Q2,GB-SQL,0,,2023,14,1,64105654,0.0,1,0,0
12158,GB,SQL,2023-Q3,GB-SQL,0,,2023,15,1,64105654,0.0,1,0,0
12159,GB,SQL,2023-Q4,GB-SQL,0,,2023,16,1,64105654,0.0,1,0,0
12160,GE,JavaScript,2020-Q1,GE-JavaScript,899,programming,2020,1,1,4490500,20.0200423115466,0,0,0
12161,GE,JavaScript,2020-Q2,GE-JavaScript,1076,programming,2020,2,1,4490500,23.961696915710945,0,0,0
12162,GE,JavaScript,2020-Q3,GE-JavaScript,1118,programming,2020,3,1,4490500,24.897004787885535,0,0,0
12163,GE,JavaScript,2020-Q4,GE-JavaScript,1338,programming,2020,4,1,4490500,29.79623649927625,0,0,0
12164,GE,JavaScript,2021-Q1,GE-JavaScript,1546,programming,2021,5,1,4490500,34.42823739004565,0,0,0
12165,GE,JavaScript,2021-Q2,GE-JavaScript,1690,programming,2021,6,1,4490500,37.63500723750139,0,0,0
12166,GE,JavaScript,2021-Q3,GE-JavaScript,1748,programming,2021,7,1,4490500,38.926622870504396,0,0,0
12167,GE,JavaScript,2021-Q4,GE-JavaScript,1767,programming,2021,8,1,4490500,39.349738336488144,0,0,0
12168,GE,JavaScript,2022-Q1,GE-JavaScript,2264,programming,2022,9,1,4490500,50.41754815722081,0,0,0
12169,GE,JavaScript,2022-Q2,GE-JavaScript,3938,programming,2022,10,1,4490500,87.69624763389378,0,0,0
12170,GE,JavaScript,2022-Q3,GE-JavaScript,3951,programming,2022,11,1,4490500,87.98574768956686,0,0,0
12171,GE,JavaScript,2022-Q4,GE-JavaScript,5269,programming,2022,12,1,4490500,117.3365994878076,0,0,0
12172,GE,JavaScript,2023-Q1,GE-JavaScript,5842,programming,2023,13,1,4490500,130.09687117247523,1,0,0
12173,GE,JavaScript,2023-Q2,GE-JavaScript,5961,programming,2023,14,1,4490500,132.74691014363657,1,0,0
12174,GE,JavaScript,2023-Q3,GE-JavaScript,5047,programming,2023,15,1,4490500,112.39282930631335,1,0,0
12175,GE,JavaScript,2023-Q4,GE-JavaScript,5060,programming,2023,16,1,4490500,112.68232936198642,1,0,0
12176,GE,Python,2020-Q1,GE-Python,282,programming,2020,1,1,4490500,6.279924284600824,0,1,0
12177,GE,Python,2020-Q2,GE-Python,325,programming,2020,2,1,4490500,7.23750139182719,0,1,0
12178,GE,Python,2020-Q3,GE-Python,338,programming,2020,3,1,4490500,7.527001447500278,0,1,0
12179,GE,Python,2020-Q4,GE-Python,309,programming,2020,4,1,4490500,6.881193630998776,0,1,0
12180,GE,Python,2021-Q1,GE-Python,421,programming,2021,5,1,4490500,9.375347956797684,0,1,0
12181,GE,Python,2021-Q2,GE-Python,550,programming,2021,6,1,4490500,12.248079278476785,0,1,0
12182,GE,Python,2021-Q3,GE-Python,449,programming,2021,7,1,4490500,9.998886538247412,0,1,0
12183,GE,Python,2021-Q4,GE-Python,535,programming,2021,8,1,4490500,11.914040752700144,0,1,0
12184,GE,Python,2022-Q1,GE-Python,648,programming,2022,9,1,4490500,14.43046431355083,0,1,0
12185,GE,Python,2022-Q2,GE-Python,1350,programming,2022,10,1,4490500,30.063467319897562,0,1,0
12186,GE,Python,2022-Q3,GE-Python,1320,programming,2022,11,1,4490500,29.395390268344283,0,1,0
12187,GE,Python,2022-Q4,GE-Python,1992,programming,2022,12,1,4490500,44.36031622313774,0,1,0
12188,GE,Python,2023-Q1,GE-Python,2235,programming,2023,13,1,4490500,49.77174034071929,1,1,1
12189,GE,Python,2023-Q2,GE-Python,2377,programming,2023,14,1,4490500,52.93397171807148,1,1,1
12190,GE,Python,2023-Q3,GE-Python,2118,programming,2023,15,1,4490500,47.16623983966151,1,1,1
12191,GE,Python,2023-Q4,GE-Python,2052,programming,2023,16,1,4490500,45.696470326244295,1,1,1
12192,GE,Java,2020-Q1,GE-Java,171,programming,2020,1,1,4490500,3.8080391938536913,0,0,0
12193,GE,Java,2020-Q2,GE-Java,245,programming,2020,2,1,4490500,5.4559625876851126,0,0,0
12194,GE,Java,2020-Q3,GE-Java,286,programming,2020,3,1,4490500,6.369001224807929,0,0,0
12195,GE,Java,2020-Q4,GE-Java,434,programming,2020,4,1,4490500,9.664848012470772,0,0,0
12196,GE,Java,2021-Q1,GE-Java,335,programming,2021,5,1,4490500,7.46019374234495,0,0,0
12197,GE,Java,2021-Q2,GE-Java,273,programming,2021,6,1,4490500,6.07950116913484,0,0,0
12198,GE,Java,2021-Q3,GE-Java,360,programming,2021,7,1,4490500,8.016924618639349,0,0,0
12199,GE,Java,2021-Q4,GE-Java,297,programming,2021,8,1,4490500,6.613962810377464,0,0,0
12200,GE,Java,2022-Q1,GE-Java,342,programming,2022,9,1,4490500,7.6160783877073825,0,0,0
12201,GE,Java,2022-Q2,GE-Java,782,programming,2022,10,1,4490500,17.41454181048881,0,0,0
12202,GE,Java,2022-Q3,GE-Java,761,programming,2022,11,1,4490500,16.946887874401515,0,0,0
12203,GE,Java,2022-Q4,GE-Java,1140,programming,2022,12,1,4490500,25.386927959024607,0,0,0
12204,GE,Java,2023-Q1,GE-Java,1231,programming,2023,13,1,4490500,27.413428348736222,1,0,0
12205,GE,Java,2023-Q2,GE-Java,1236,programming,2023,14,1,4490500,27.524774523995102,1,0,0
12206,GE,Java,2023-Q3,GE-Java,1053,programming,2023,15,1,4490500,23.449504509520096,1,0,0
12207,GE,Java,2023-Q4,GE-Java,997,programming,2023,16,1,4490500,22.202427346620645,1,0,0
12208,GE,Ruby,2020-Q1,GE-Ruby,104,programming,2020,1,1,4490500,2.3160004453847014,0,0,0
12209,GE,Ruby,2020-Q2,GE-Ruby,192,programming,2020,2,1,4490500,4.275693129940986,0,0,0
12210,GE,Ruby,2020-Q3,GE-Ruby,187,programming,2020,3,1,4490500,4.164346954682107,0,0,0
12211,GE,Ruby,2020-Q4,GE-Ruby,202,programming,2020,4,1,4490500,4.498385480458746,0,0,0
12212,GE,Ruby,2021-Q1,GE-Ruby,234,programming,2021,5,1,4490500,5.2110010021155775,0,0,0
12213,GE,Ruby,2021-Q2,GE-Ruby,263,programming,2021,6,1,4490500,5.856808818617081,0,0,0
12214,GE,Ruby,2021-Q3,GE-Ruby,161,programming,2021,7,1,4490500,3.5853468433359312,0,0,0
12215,GE,Ruby,2021-Q4,GE-Ruby,152,programming,2021,8,1,4490500,3.3849237278699476,0,0,0
12216,GE,Ruby,2022-Q1,GE-Ruby,198,programming,2022,9,1,4490500,4.409308540251643,0,0,0
12217,GE,Ruby,2022-Q2,GE-Ruby,403,programming,2022,10,1,4490500,8.974501725865716,0,0,0
12218,GE,Ruby,2022-Q3,GE-Ruby,357,programming,2022,11,1,4490500,7.950116913484022,0,0,0
12219,GE,Ruby,2022-Q4,GE-Ruby,440,programming,2022,12,1,4490500,9.798463422781428,0,0,0
12220,GE,Ruby,2023-Q1,GE-Ruby,478,programming,2023,13,1,4490500,10.644694354748914,1,0,0
12221,GE,Ruby,2023-Q2,GE-Ruby,436,programming,2023,14,1,4490500,9.709386482574324,1,0,0
12222,GE,Ruby,2023-Q3,GE-Ruby,427,programming,2023,15,1,4490500,9.50896336710834,1,0,0
12223,GE,Ruby,2023-Q4,GE-Ruby,394,programming,2023,16,1,4490500,8.774078610399732,1,0,0
12224,GE,PHP,2020-Q1,GE-PHP,213,programming,2020,1,1,4490500,4.743347066028282,0,0,0
12225,GE,PHP,2020-Q2,GE-PHP,251,programming,2020,2,1,4490500,5.589577997995769,0,0,0
12226,GE,PHP,2020-Q3,GE-PHP,270,programming,2020,3,1,4490500,6.012693463979512,0,0,0
12227,GE,PHP,2020-Q4,GE-PHP,362,programming,2020,4,1,4490500,8.061463088742903,0,0,0
12228,GE,PHP,2021-Q1,GE-PHP,363,programming,2021,5,1,4490500,8.083732323794678,0,0,0
12229,GE,PHP,2021-Q2,GE-PHP,328,programming,2021,6,1,4490500,7.304309096982519,0,0,0
12230,GE,PHP,2021-Q3,GE-PHP,316,programming,2021,7,1,4490500,7.037078276361207,0,0,0
12231,GE,PHP,2021-Q4,GE-PHP,342,programming,2021,8,1,4490500,7.6160783877073825,0,0,0
12232,GE,PHP,2022-Q1,GE-PHP,356,programming,2022,9,1,4490500,7.927847678432245,0,0,0
12233,GE,PHP,2022-Q2,GE-PHP,568,programming,2022,10,1,4490500,12.648925509408752,0,0,0
12234,GE,PHP,2022-Q3,GE-PHP,502,programming,2022,11,1,4490500,11.179155995991538,0,0,0
12235,GE,PHP,2022-Q4,GE-PHP,682,programming,2022,12,1,4490500,15.187618305311211,0,0,0
12236,GE,PHP,2023-Q1,GE-PHP,678,programming,2023,13,1,4490500,15.09854136510411,1,0,0
12237,GE,PHP,2023-Q2,GE-PHP,619,programming,2023,14,1,4490500,13.784656497049328,1,0,0
12238,GE,PHP,2023-Q3,GE-PHP,574,programming,2023,15,1,4490500,12.782540919719406,1,0,0
12239,GE,PHP,2023-Q4,GE-PHP,570,programming,2023,16,1,4490500,12.693463979512304,1,0,0
12240,GE,TypeScript,2020-Q1,GE-TypeScript,191,programming,2020,1,1,4490500,4.2534238948892105,0,0,0
12241,GE,TypeScript,2020-Q2,GE-TypeScript,217,programming,2020,2,1,4490500,4.832424006235386,0,0,0
12242,GE,TypeScript,2020-Q3,GE-TypeScript,216,programming,2020,3,1,4490500,4.810154771183609,0,0,0
12243,GE,TypeScript,2020-Q4,GE-TypeScript,228,programming,2020,4,1,4490500,5.077385591804921,0,0,0
12244,GE,TypeScript,2021-Q1,GE-TypeScript,293,programming,2021,5,1,4490500,6.52488587017036,0,0,0
12245,GE,TypeScript,2021-Q2,GE-TypeScript,375,programming,2021,6,1,4490500,8.350963144415989,0,0,0
12246,GE,TypeScript,2021-Q3,GE-TypeScript,401,programming,2021,7,1,4490500,8.929963255762164,0,0,0
12247,GE,TypeScript,2021-Q4,GE-TypeScript,451,programming,2021,8,1,4490500,10.043425008350964,0,0,0
12248,GE,TypeScript,2022-Q1,GE-TypeScript,583,programming,2022,9,1,4490500,12.982964035185391,0,0,0
12249,GE,TypeScript,2022-Q2,GE-TypeScript,1239,programming,2022,10,1,4490500,27.591582229150426,0,0,0
12250,GE,TypeScript,2022-Q3,GE-TypeScript,1310,programming,2022,11,1,4490500,29.172697917826525,0,0,0
12251,GE,TypeScript,2022-Q4,GE-TypeScript,1764,programming,2022,12,1,4490500,39.28293063133281,0,0,0
12252,GE,TypeScript,2023-Q1,GE-TypeScript,2205,programming,2023,13,1,4490500,49.103663289166015,1,0,0
12253,GE,TypeScript,2023-Q2,GE-TypeScript,2337,programming,2023,14,1,4490500,52.043202316000446,1,0,0
12254,GE,TypeScript,2023-Q3,GE-TypeScript,2226,programming,2023,15,1,4490500,49.57131722525332,1,0,0
12255,GE,TypeScript,2023-Q4,GE-TypeScript,2165,programming,2023,16,1,4490500,48.21289388709498,1,0,0
12256,GE,C#,2020-Q1,GE-C#,166,programming,2020,1,1,4490500,3.6966930185948117,0,0,0
12257,GE,C#,2020-Q2,GE-C#,225,programming,2020,2,1,4490500,5.010577886649594,0,0,0
12258,GE,C#,2020-Q3,GE-C#,215,programming,2020,3,1,4490500,4.787885536131834,0,0,0
12259,GE,C#,2020-Q4,GE-C#,265,programming,2020,4,1,4490500,5.901347288720633,0,0,0
12260,GE,C#,2021-Q1,GE-C#,264,programming,2021,5,1,4490500,5.879078053668857,0,0,0
12261,GE,C#,2021-Q2,GE-C#,268,programming,2021,6,1,4490500,5.96815499387596,0,0,0
12262,GE,C#,2021-Q3,GE-C#,260,programming,2021,7,1,4490500,5.790001113461752,0,0,0
12263,GE,C#,2021-Q4,GE-C#,299,programming,2021,8,1,4490500,6.658501280481015,0,0,0
12264,GE,C#,2022-Q1,GE-C#,300,programming,2022,9,1,4490500,6.680770515532791,0,0,0
12265,GE,C#,2022-Q2,GE-C#,517,programming,2022,10,1,4490500,11.513194521768177,0,0,0
12266,GE,C#,2022-Q3,GE-C#,547,programming,2022,11,1,4490500,12.181271573321457,0,0,0
12267,GE,C#,2022-Q4,GE-C#,756,programming,2022,12,1,4490500,16.835541699142635,0,0,0
12268,GE,C#,2023-Q1,GE-C#,910,programming,2023,13,1,4490500,20.265003897116134,1,0,0
12269,GE,C#,2023-Q2,GE-C#,877,programming,2023,14,1,4490500,19.53011914040753,1,0,0
12270,GE,C#,2023-Q3,GE-C#,794,programming,2023,15,1,4490500,17.68177263111012,1,0,0
12271,GE,C#,2023-Q4,GE-C#,783,programming,2023,16,1,4490500,17.436811045540587,1,0,0
12272,GE,C++,2020-Q1,GE-C++,101,programming,2020,1,1,4490500,2.249192740229373,0,0,0
12273,GE,C++,2020-Q2,GE-C++,121,programming,2020,2,1,4490500,2.694577441264893,0,0,0
12274,GE,C++,2020-Q3,GE-C++,120,programming,2020,3,1,4490500,2.6723082062131165,0,0,0
12275,GE,C++,2020-Q4,GE-C++,114,programming,2020,4,1,4490500,2.5386927959024606,0,0,0
12276,GE,C++,2021-Q1,GE-C++,138,programming,2021,5,1,4490500,3.073154437145084,0,0,0
12277,GE,C++,2021-Q2,GE-C++,146,programming,2021,6,1,4490500,3.2513083175592916,0,0,0
12278,GE,C++,2021-Q3,GE-C++,122,programming,2021,7,1,4490500,2.7168466763166688,0,0,0
12279,GE,C++,2021-Q4,GE-C++,134,programming,2021,8,1,4490500,2.98407749693798,0,0,0
12280,GE,C++,2022-Q1,GE-C++,160,programming,2022,9,1,4490500,3.5630776082841558,0,0,0
12281,GE,C++,2022-Q2,GE-C++,377,programming,2022,10,1,4490500,8.395501614519542,0,0,0
12282,GE,C++,2022-Q3,GE-C++,365,programming,2022,11,1,4490500,8.12827079389823,0,0,0
12283,GE,C++,2022-Q4,GE-C++,567,programming,2022,12,1,4490500,12.626656274356975,0,0,0
12284,GE,C++,2023-Q1,GE-C++,602,programming,2023,13,1,4490500,13.406079501169135,1,0,0
12285,GE,C++,2023-Q2,GE-C++,560,programming,2023,14,1,4490500,12.470771628994543,1,0,0
12286,GE,C++,2023-Q3,GE-C++,542,programming,2023,15,1,4490500,12.069925398062576,1,0,0
12287,GE,C++,2023-Q4,GE-C++,489,programming,2023,16,1,4490500,10.88965594031845,1,0,0
12288,GE,Swift,2020-Q1,GE-Swift,0,,2020,1,1,4490500,0.0,0,0,0
12289,GE,Swift,2020-Q2,GE-Swift,0,,2020,2,1,4490500,0.0,0,0,0
12290,GE,Swift,2020-Q3,GE-Swift,0,,2020,3,1,4490500,0.0,0,0,0
12291,GE,Swift,2020-Q4,GE-Swift,0,,2020,4,1,4490500,0.0,0,0,0
12292,GE,Swift,2021-Q1,GE-Swift,0,,2021,5,1,4490500,0.0,0,0,0
12293,GE,Swift,2021-Q2,GE-Swift,108,programming,2021,6,1,4490500,2.4050773855918046,0,0,0
12294,GE,Swift,2021-Q3,GE-Swift,102,programming,2021,7,1,4490500,2.271461975281149,0,0,0
12295,GE,Swift,2021-Q4,GE-Swift,135,programming,2021,8,1,4490500,3.006346731989756,0,0,0
12296,GE,Swift,2022-Q1,GE-Swift,131,programming,2022,9,1,4490500,2.9172697917826524,0,0,0
12297,GE,Swift,2022-Q2,GE-Swift,224,programming,2022,10,1,4490500,4.9883086515978174,0,0,0
12298,GE,Swift,2022-Q3,GE-Swift,246,programming,2022,11,1,4490500,5.478231822736889,0,0,0
12299,GE,Swift,2022-Q4,GE-Swift,332,programming,2022,12,1,4490500,7.393386037189623,0,0,0
12300,GE,Swift,2023-Q1,GE-Swift,412,programming,2023,13,1,4490500,9.1749248413317,1,0,0
12301,GE,Swift,2023-Q2,GE-Swift,359,programming,2023,14,1,4490500,7.994655383587574,1,0,0
12302,GE,Swift,2023-Q3,GE-Swift,375,programming,2023,15,1,4490500,8.350963144415989,1,0,0
12303,GE,Swift,2023-Q4,GE-Swift,321,programming,2023,16,1,4490500,7.148424451620087,1,0,0
12304,GE,Kotlin,2020-Q1,GE-Kotlin,165,programming,2020,1,1,4490500,3.6744237835430353,0,0,0
12305,GE,Kotlin,2020-Q2,GE-Kotlin,108,programming,2020,2,1,4490500,2.4050773855918046,0,0,0
12306,GE,Kotlin,2020-Q3,GE-Kotlin,129,programming,2020,3,1,4490500,2.8727313216791,0,0,0
12307,GE,Kotlin,2020-Q4,GE-Kotlin,236,programming,2020,4,1,4490500,5.255539472219129,0,0,0
12308,GE,Kotlin,2021-Q1,GE-Kotlin,299,programming,2021,5,1,4490500,6.658501280481015,0,0,0
12309,GE,Kotlin,2021-Q2,GE-Kotlin,177,programming,2021,6,1,4490500,3.941654604164347,0,0,0
12310,GE,Kotlin,2021-Q3,GE-Kotlin,173,programming,2021,7,1,4490500,3.852577663957243,0,0,0
12311,GE,Kotlin,2021-Q4,GE-Kotlin,314,programming,2021,8,1,4490500,6.992539806257654,0,0,0
12312,GE,Kotlin,2022-Q1,GE-Kotlin,392,programming,2022,9,1,4490500,8.729540140296182,0,0,0
12313,GE,Kotlin,2022-Q2,GE-Kotlin,438,programming,2022,10,1,4490500,9.753924952677876,0,0,0
12314,GE,Kotlin,2022-Q3,GE-Kotlin,306,programming,2022,11,1,4490500,6.814385925843447,0,0,0
12315,GE,Kotlin,2022-Q4,GE-Kotlin,620,programming,2022,12,1,4490500,13.806925732101101,0,0,0
12316,GE,Kotlin,2023-Q1,GE-Kotlin,593,programming,2023,13,1,4490500,13.20565638570315,1,0,0
12317,GE,Kotlin,2023-Q2,GE-Kotlin,526,programming,2023,14,1,4490500,11.713617637234162,1,0,0
12318,GE,Kotlin,2023-Q3,GE-Kotlin,430,programming,2023,15,1,4490500,9.575771072263668,1,0,0
12319,GE,Kotlin,2023-Q4,GE-Kotlin,372,programming,2023,16,1,4490500,8.284155439260662,1,0,0
12320,GE,Go,2020-Q1,GE-Go,0,,2020,1,1,4490500,0.0,0,0,0
12321,GE,Go,2020-Q2,GE-Go,0,,2020,2,1,4490500,0.0,0,0,0
12322,GE,Go,2020-Q3,GE-Go,0,,2020,3,1,4490500,0.0,0,0,0
12323,GE,Go,2020-Q4,GE-Go,0,,2020,4,1,4490500,0.0,0,0,0
12324,GE,Go,2021-Q1,GE-Go,0,,2021,5,1,4490500,0.0,0,0,0
12325,GE,Go,2021-Q2,GE-Go,0,,2021,6,1,4490500,0.0,0,0,0
12326,GE,Go,2021-Q3,GE-Go,0,,2021,7,1,4490500,0.0,0,0,0
12327,GE,Go,2021-Q4,GE-Go,0,,2021,8,1,4490500,0.0,0,0,0
12328,GE,Go,2022-Q1,GE-Go,118,programming,2022,9,1,4490500,2.6277697361095647,0,0,0
12329,GE,Go,2022-Q2,GE-Go,300,programming,2022,10,1,4490500,6.680770515532791,0,0,0
12330,GE,Go,2022-Q3,GE-Go,312,programming,2022,11,1,4490500,6.948001336154103,0,0,0
12331,GE,Go,2022-Q4,GE-Go,453,programming,2022,12,1,4490500,10.087963478454515,0,0,0
12332,GE,Go,2023-Q1,GE-Go,442,programming,2023,13,1,4490500,9.84300189288498,1,0,0
12333,GE,Go,2023-Q2,GE-Go,414,programming,2023,14,1,4490500,9.219463311435252,1,0,0
12334,GE,Go,2023-Q3,GE-Go,417,programming,2023,15,1,4490500,9.286271016590579,1,0,0
12335,GE,Go,2023-Q4,GE-Go,413,programming,2023,16,1,4490500,9.197194076383475,1,0,0
12336,GE,Perl,2020-Q1,GE-Perl,0,,2020,1,1,4490500,0.0,0,0,0
12337,GE,Perl,2020-Q2,GE-Perl,0,,2020,2,1,4490500,0.0,0,0,0
12338,GE,Perl,2020-Q3,GE-Perl,0,,2020,3,1,4490500,0.0,0,0,0
12339,GE,Perl,2020-Q4,GE-Perl,0,,2020,4,1,4490500,0.0,0,0,0
12340,GE,Perl,2021-Q1,GE-Perl,0,,2021,5,1,4490500,0.0,0,0,0
12341,GE,Perl,2021-Q2,GE-Perl,0,,2021,6,1,4490500,0.0,0,0,0
12342,GE,Perl,2021-Q3,GE-Perl,0,,2021,7,1,4490500,0.0,0,0,0
12343,GE,Perl,2021-Q4,GE-Perl,0,,2021,8,1,4490500,0.0,0,0,0
12344,GE,Perl,2022-Q1,GE-Perl,0,,2022,9,1,4490500,0.0,0,0,0
12345,GE,Perl,2022-Q2,GE-Perl,0,,2022,10,1,4490500,0.0,0,0,0
12346,GE,Perl,2022-Q3,GE-Perl,0,,2022,11,1,4490500,0.0,0,0,0
12347,GE,Perl,2022-Q4,GE-Perl,0,,2022,12,1,4490500,0.0,0,0,0
12348,GE,Perl,2023-Q1,GE-Perl,0,,2023,13,1,4490500,0.0,1,0,0
12349,GE,Perl,2023-Q2,GE-Perl,0,,2023,14,1,4490500,0.0,1,0,0
12350,GE,Perl,2023-Q3,GE-Perl,0,,2023,15,1,4490500,0.0,1,0,0
12351,GE,Perl,2023-Q4,GE-Perl,0,,2023,16,1,4490500,0.0,1,0,0
12352,GE,R,2020-Q1,GE-R,0,,2020,1,1,4490500,0.0,0,0,0
12353,GE,R,2020-Q2,GE-R,0,,2020,2,1,4490500,0.0,0,0,0
12354,GE,R,2020-Q3,GE-R,0,,2020,3,1,4490500,0.0,0,0,0
12355,GE,R,2020-Q4,GE-R,0,,2020,4,1,4490500,0.0,0,0,0
12356,GE,R,2021-Q1,GE-R,0,,2021,5,1,4490500,0.0,0,0,0
12357,GE,R,2021-Q2,GE-R,0,,2021,6,1,4490500,0.0,0,0,0
12358,GE,R,2021-Q3,GE-R,0,,2021,7,1,4490500,0.0,0,0,0
12359,GE,R,2021-Q4,GE-R,0,,2021,8,1,4490500,0.0,0,0,0
12360,GE,R,2022-Q1,GE-R,0,,2022,9,1,4490500,0.0,0,0,0
12361,GE,R,2022-Q2,GE-R,0,,2022,10,1,4490500,0.0,0,0,0
12362,GE,R,2022-Q3,GE-R,0,,2022,11,1,4490500,0.0,0,0,0
12363,GE,R,2022-Q4,GE-R,0,,2022,12,1,4490500,0.0,0,0,0
12364,GE,R,2023-Q1,GE-R,0,,2023,13,1,4490500,0.0,1,0,0
12365,GE,R,2023-Q2,GE-R,0,,2023,14,1,4490500,0.0,1,0,0
12366,GE,R,2023-Q3,GE-R,0,,2023,15,1,4490500,0.0,1,0,0
