git_pushes,iso2_code,year,quarter,gpt_available,post_1,post_2,gpt_available_post1,gpt_available_post2,year_quarter_num,population,pushes_pc,developers,developers_pc,pushes_perdev
829993,SE,2020,1,1,0,0,0,0,1,9737521,0.08523658126128816,321505,0.03301713033532867,2.581586600519432
741475,HK,2020,1,0,0,0,0,0,1,7234800,0.10248728368441422,401680,0.05552053961408747,1.8459345747858993
739518,CH,2020,1,1,0,0,0,0,1,8183800,0.09036364525037269,218096,0.02664972262274249,3.3907912112097427
675271,TW,2020,1,1,0,0,0,0,1,23424615,0.02882741082404129,414767,0.01770645963658314,1.6280731109273399
629209,VN,2020,1,0,0,0,0,0,1,89708900,0.007013897171852514,505532,0.0056352491224393566,1.2446472231233632
585100,CO,2020,1,1,0,0,0,0,1,47907800,0.012213042552569728,281269,0.005871048138298983,2.0802150254738345
582028,IL,2020,1,1,0,0,0,0,1,8268400,0.07039185332107784,252164,0.030497315079096317,2.30813280246189
581488,SG,2020,1,1,0,0,0,0,1,5469700,0.10631076658683292,302591,0.0553213156114595,1.9216962831016124
572711,MX,2020,1,1,0,0,0,0,1,119713203,0.004784025367694823,537945,0.004493614626617249,1.0646274247367296
521326,BE,2020,1,1,0,0,0,0,1,11225469,0.04644135581328495,215927,0.01923545466118164,2.414362261319798
492119,NO,2020,1,1,0,0,0,0,1,5156450,0.09543755878559862,158784,0.03079327832132572,3.0992984179766223
486550,CZ,2020,1,1,0,0,0,0,1,10521600,0.04624296684914842,155721,0.014800125456204379,3.1244983014493872
451942,FI,2020,1,1,0,0,0,0,1,5470437,0.08261533767777601,145464,0.02659092865889873,3.1068993015453996
442084,BY,2020,1,0,0,0,0,0,1,9475100,0.04665744952559867,148529,0.01567571846207428,2.97641538016145
437182,AR,2020,1,1,0,0,0,0,1,42669500,0.010245772741653874,280922,0.006583672178019429,1.5562398103388129
424198,TR,2020,1,0,0,0,0,0,1,76667864,0.005532930981356152,480618,0.0062688325319719355,0.8826094736360269
409559,DK,2020,1,1,0,0,0,0,1,5655750,0.072414622287053,177756,0.03142925341466649,2.304051621323612
376071,AT,2020,1,1,0,0,0,0,1,8527230,0.04410236383913651,148081,0.017365662706412283,2.5396303374504496
362749,RO,2020,1,1,0,0,0,0,1,19942642,0.018189615999725614,216516,0.010856936608499516,1.6753911951079827
358133,IE,2020,1,1,0,0,0,0,1,6378000,0.05615130134838507,145859,0.022869081216682345,2.455337003544519
348295,TH,2020,1,1,0,0,0,0,1,64871000,0.005369040094957685,304181,0.004689013580798816,1.1450254946890175
346515,PT,2020,1,1,0,0,0,0,1,10477800,0.03307135085609574,170627,0.01628462081734715,2.030833338217281
317175,PH,2020,1,1,0,0,0,0,1,100697400,0.0031497834104952066,413692,0.004108268932464989,0.7666935787977529
295222,BD,2020,1,1,0,0,0,0,1,157486000,0.001874592027227817,215789,0.0013702106853942574,1.3681049543767292
277372,NZ,2020,1,1,0,0,0,0,1,4547900,0.06098902790298819,139125,0.030591042019393565,1.9936891284815814
272248,NG,2020,1,1,0,0,0,0,1,178517000,0.001525053636348359,173641,0.0009726860747155733,1.5678785540281386
256166,HU,2020,1,1,0,0,0,0,1,9879000,0.02593035732361575,134568,0.013621621621621621,1.9036175019321087
241004,ZA,2020,1,1,0,0,0,0,1,54002000,0.004462871745490908,202767,0.003754805377578608,1.1885760503434977
235987,PK,2020,1,1,0,0,0,0,1,188410000,0.0012525184438193302,317224,0.0016836898253808185,0.7439128187022419
229840,BG,2020,1,1,0,0,0,0,1,7245677,0.03172098342225302,105264,0.014527835011138366,2.1834625322997416
220973,EG,2020,1,0,0,0,0,0,1,87668100,0.002520563352006032,236751,0.002700537595773149,0.9333561421071083
193159,GR,2020,1,1,0,0,0,0,1,10992589,0.01757174765653478,114553,0.010420929955627378,1.6861976552338218
182388,KE,2020,1,1,0,0,0,0,1,41800000,0.00436334928229665,90770,0.002171531100478469,2.0093422937093752
181299,CL,2020,1,1,0,0,0,0,1,17819054,0.010174445848808809,161209,0.009047001036081938,1.1246208338244144
174429,RS,2020,1,1,0,0,0,0,1,7186862,0.024270536988187614,96769,0.013464708241232404,1.8025297357624859
168110,MY,2020,1,1,0,0,0,0,1,30430500,0.005524391646538835,230371,0.007570398120306929,0.7297359476670241
148536,IR,2020,1,0,0,0,0,0,1,77966400,0.0019051283629871328,210145,0.002695327730919986,0.7068262390254348
144885,LK,2020,1,1,0,0,0,0,1,20277597,0.007145077397484524,84292,0.0041569028124979505,1.7188463911165948
143807,PE,2020,1,1,0,0,0,0,1,30814175,0.004666910602020012,150672,0.004889697679720454,0.9544374535414676
119168,TN,2020,1,1,0,0,0,0,1,10982754,0.010850466103492804,88631,0.008070015954104044,1.3445408491385633
117579,NP,2020,1,1,0,0,0,0,1,27646053,0.004253012175011023,69284,0.0025061081956256107,1.6970584839212517
113246,LT,2020,1,1,0,0,0,0,1,2927310,0.03868602915304495,56617,0.019340964913179676,2.000211950474239
105055,HR,2020,1,1,0,0,0,0,1,4267558,0.02461712295415786,58042,0.013600752467804773,1.8099824265187279
99380,MA,2020,1,1,0,0,0,0,1,33465000,0.002969669804273121,142405,0.004255341401464216,0.6978687546083354
98778,SK,2020,1,1,0,0,0,0,1,5415949,0.018238354903268108,55554,0.010257482114399526,1.7780537855059941
93937,EE,2020,1,1,0,0,0,0,1,1315819,0.07139051799677615,40432,0.03072763047197221,2.3233330035615354
88556,EC,2020,1,1,0,0,0,0,1,15888900,0.0055734506479366095,70527,0.004438759133734872,1.2556325946091569
82177,KZ,2020,1,1,0,0,0,0,1,17377800,0.004728849451599167,69649,0.004007929657378955,1.179873365016009
75354,VE,2020,1,0,0,0,0,0,1,30206307,0.00249464457869676,83817,0.0027748178550923157,0.8990300297075772
73591,SI,2020,1,1,0,0,0,0,1,2064966,0.03563787490932054,38214,0.018505873704458088,1.9257601925995709
72359,AE,2020,1,1,0,0,0,0,1,9446000,0.007660279483379208,95190,0.010077281388947703,0.7601533774556151
70834,LV,2020,1,1,0,0,0,0,1,1991800,0.035562807510794256,36586,0.018368310071292297,1.9360957743399114
65778,SA,2020,1,1,0,0,0,0,1,30770375,0.002137705504076567,166866,0.005422943334294756,0.3941965409370393
65746,CR,2020,1,1,0,0,0,0,1,4713168,0.013949428494804343,52221,0.011079808740108565,1.258995423297141
55000,UY,2020,1,1,0,0,0,0,1,3404189,0.016156564750077037,35715,0.01049148563725457,1.5399692006159877
53659,AM,2020,1,1,0,0,0,0,1,3009800,0.017828094890025917,31298,0.010398697587879594,1.7144545977378747
51494,DO,2020,1,1,0,0,0,0,1,10378267,0.004961714706318502,38046,0.003665929966920296,1.3534668559112653
50932,GT,2020,1,1,0,0,0,0,1,15806675,0.0032221830334336603,34807,0.0022020443894746997,1.4632688826960094
48152,JO,2020,1,1,0,0,0,0,1,6666960,0.007222482210782725,37209,0.005581104431405018,1.2940955145260555
45559,MD,2020,1,1,0,0,0,0,1,3557600,0.012806105239487294,27810,0.007817067686080504,1.6382236605537577
44033,BA,2020,1,1,0,0,0,0,1,3791622,0.011613235707567896,28503,0.0075173632814663485,1.5448549275514858
43704,GH,2020,1,1,0,0,0,0,1,27043093,0.001616087331430617,42569,0.0015741172801498704,1.0266625948460146
42571,DZ,2020,1,1,0,0,0,0,1,38700000,0.0011000258397932817,91819,0.002372583979328165,0.4636404230061316
42148,MM,2020,1,1,0,0,0,0,1,54688774,0.000770688331758909,46306,0.000846718560558699,0.9102060208180366
40367,KG,2020,1,1,0,0,0,0,1,5776570,0.0069880569265152155,14440,0.0024997533138177153,2.795498614958449
38753,BO,2020,1,1,0,0,0,0,1,10027254,0.0038647669641159984,37160,0.003705899940302699,1.0428686759956942
37831,UG,2020,1,1,0,0,0,0,1,34856813,0.0010853258443335023,21053,0.0006039852237782037,1.7969410535315633
34849,RW,2020,1,1,0,0,0,0,1,10996891,0.003168986579934274,9848,0.000895525835438398,3.5386880584890332
