git_pushes,iso2_code,year,quarter,gpt_available,post_1,post_2,gpt_available_post1,gpt_available_post2,year_quarter_num,population,pushes_pc,developers,developers_pc,pushes_perdev
922800,TW,2021,1,1,0,0,0,0,5,23424615,0.03939445749695353,545832,0.02330164231087683,1.6906300839818846
901069,VN,2021,1,0,0,0,0,0,5,89708900,0.010044365720681002,691796,0.007711564850310281,1.3025068083654718
858400,TR,2021,1,0,0,0,0,0,5,76667864,0.011196346881400008,747120,0.0097448912884804,1.1489452832209015
853284,CH,2021,1,1,0,0,0,0,5,8183800,0.10426501136391407,276209,0.0337507026075906,3.089269357624118
828908,MX,2021,1,1,0,0,0,0,5,119713203,0.006924115128721433,827563,0.006912879943576483,1.0016252539081616
768070,SG,2021,1,1,0,0,0,0,5,5469700,0.14042269228659707,429261,0.07847980693639504,1.7892843747743215
754075,IL,2021,1,1,0,0,0,0,5,8268400,0.0911996274974602,330976,0.04002902617193169,2.278337402107706
699743,CO,2021,1,1,0,0,0,0,5,47907800,0.014606034925419243,419083,0.008747698704595077,1.669700274170033
679915,AR,2021,1,1,0,0,0,0,5,42669500,0.015934449665451905,411159,0.009635899178570172,1.653654668875058
626305,BE,2021,1,1,0,0,0,0,5,11225469,0.05579321451958934,282771,0.025190127913586505,2.214884128853383
617631,BD,2021,1,1,0,0,0,0,5,157486000,0.0039218152724686635,342028,0.0021717993980417305,1.8057907539733589
578372,CZ,2021,1,1,0,0,0,0,5,10521600,0.05496996654501216,202890,0.01928318886861314,2.850667849573661
569431,NO,2021,1,1,0,0,0,0,5,5156450,0.11043081965305589,199720,0.038732073422606636,2.8511466052473464
545754,BY,2021,1,0,0,0,0,0,5,9475100,0.057598758852149316,194051,0.020480100473873625,2.812425599455813
511903,FI,2021,1,1,0,0,0,0,5,5470437,0.09357625359729031,183288,0.03350518432074074,2.792888787045524
486211,PT,2021,1,1,0,0,0,0,5,10477800,0.04640392067036973,230441,0.021993261944301283,2.109915336246588
461825,AT,2021,1,1,0,0,0,0,5,8527230,0.054158853461206045,194191,0.02277304587773521,2.3781998135855935
457531,DK,2021,1,1,0,0,0,0,5,5655750,0.08089660964505149,222468,0.039334836228616894,2.056614883938364
440786,IE,2021,1,1,0,0,0,0,5,6378000,0.06911037942928817,187690,0.02942772028849169,2.3484788747402634
439880,RO,2021,1,1,0,0,0,0,5,19942642,0.02205725801024759,291342,0.01460899714290614,1.5098406683554035
438053,TH,2021,1,1,0,0,0,0,5,64871000,0.006752678392502043,412666,0.006361332490635261,1.061519485491899
432585,PH,2021,1,1,0,0,0,0,5,100697400,0.004295890459932431,609581,0.006053592247664785,0.709643181135895
392588,PK,2021,1,1,0,0,0,0,5,188410000,0.0020836898253808185,470394,0.002496650920864073,0.8345939786646939
385057,NG,2021,1,1,0,0,0,0,5,178517000,0.0021569766464818478,287828,0.0016123282376468348,1.3378024375668802
375518,EG,2021,1,0,0,0,0,0,5,87668100,0.004283405252309563,360922,0.004116913677837206,1.040440870880689
358117,HU,2021,1,1,0,0,0,0,5,9879000,0.03625032898066606,186751,0.018903836420690354,1.9176175763449728
334279,BG,2021,1,1,0,0,0,0,5,7245677,0.04613495743737956,134389,0.01854747320367717,2.4873985222004777
309119,NZ,2021,1,1,0,0,0,0,5,4547900,0.06796961234855647,176605,0.03883220827194969,1.7503411568188896
280025,GR,2021,1,1,0,0,0,0,5,10992589,0.02547398069735892,154874,0.014088946653058711,1.8080826994847425
272391,ZA,2021,1,1,0,0,0,0,5,54002000,0.005044090959594089,280384,0.005192103996148291,0.9714926671992695
268844,MY,2021,1,1,0,0,0,0,5,30430500,0.008834688881221143,330302,0.010854307356106537,0.8139339150232212
243093,CL,2021,1,1,0,0,0,0,5,17819054,0.013642306712803047,233905,0.013126678891034282,1.039280904640773
238068,KE,2021,1,1,0,0,0,0,5,41800000,0.005695406698564593,127932,0.003060574162679426,1.8608948503892693
232459,PE,2021,1,1,0,0,0,0,5,30814175,0.007543898222165611,224138,0.007273860163382599,1.0371244501155539
227874,IR,2021,1,0,0,0,0,0,5,77966400,0.002922720556547436,291772,0.0037422787251944426,0.7810002330586897
215903,LK,2021,1,1,0,0,0,0,5,20277597,0.010647366154875255,124223,0.0061261203682073375,1.7380275794337603
202837,RS,2021,1,1,0,0,0,0,5,7186862,0.028223305247825823,125527,0.0174661764759084,1.615883435436201
180763,MA,2021,1,1,0,0,0,0,5,33465000,0.005401553862244135,211693,0.006325803077842522,0.853892192939776
166320,TN,2021,1,1,0,0,0,0,5,10982754,0.015143742635043997,123955,0.011286331279021638,1.341777257875842
151440,KZ,2021,1,1,0,0,0,0,5,17377800,0.008714566861167696,105194,0.006053355430491777,1.4396258341730517
149795,LT,2021,1,1,0,0,0,0,5,2927310,0.05117155340568645,74882,0.02558048173920767,2.000413984669213
145825,NP,2021,1,1,0,0,0,0,5,27646053,0.005274713175150174,102252,0.003698611154366231,1.4261334741618745
145712,SK,2021,1,1,0,0,0,0,5,5415949,0.026904241528123696,74875,0.013824908617123242,1.9460701168614358
134533,HR,2021,1,1,0,0,0,0,5,4267558,0.031524586191915845,75376,0.017662560180787233,1.7848254086181279
133343,EC,2021,1,1,0,0,0,0,5,15888900,0.008392210914537823,107074,0.006738918364392752,1.2453350019612603
118618,VE,2021,1,0,0,0,0,0,5,30206307,0.003926928240516128,105798,0.0035025135644685067,1.1211743133140513
117170,AE,2021,1,1,0,0,0,0,5,9446000,0.012404192250688123,145143,0.01536555155621427,0.8072728274873745
113419,JO,2021,1,1,0,0,0,0,5,6666960,0.01701210146753543,55693,0.008353582442372536,2.0365036898712585
110311,EE,2021,1,1,0,0,0,0,5,1315819,0.08383447875429675,51852,0.039406635715094555,2.127420350227571
105061,SA,2021,1,1,0,0,0,0,5,30770375,0.0034143555286537783,255614,0.008307146078005223,0.41101426369447686
102173,LV,2021,1,1,0,0,0,0,5,1991800,0.051296816949492924,50471,0.025339391505171203,2.024390243902439
101218,CR,2021,1,1,0,0,0,0,5,4713168,0.021475576512443435,71898,0.015254707661598314,1.407799938802192
88816,SI,2021,1,1,0,0,0,0,5,2064966,0.043010877660939695,47992,0.02324106062763261,1.8506417736289382
88791,UY,2021,1,1,0,0,0,0,5,3404189,0.02608286437680164,49018,0.014399318016714114,1.811395813782692
87135,UZ,2021,1,0,0,0,0,0,5,30492800,0.0028575598173995174,48415,0.0015877518627348095,1.7997521429309098
78474,BA,2021,1,1,0,0,0,0,5,3791622,0.020696683371918403,38521,0.010159504296578086,2.0371745281794347
77336,GT,2021,1,1,0,0,0,0,5,15806675,0.004892616568633188,51587,0.003263621223312303,1.4991373795723728
67004,AM,2021,1,1,0,0,0,0,5,3009800,0.022261944315236894,42696,0.01418566017675593,1.5693273374554992
66536,DO,2021,1,1,0,0,0,0,5,10378267,0.006411089635678095,55675,0.005364575800564777,1.195078581050741
65415,MD,2021,1,1,0,0,0,0,5,3557600,0.01838739599730155,38908,0.0109365864627839,1.6812737740310475
63988,GH,2021,1,1,0,0,0,0,5,27043093,0.002366149463746621,64799,0.0023961386369525115,0.9874843747588697
63711,GE,2021,1,1,0,0,0,0,5,4490500,0.014187952343836989,43214,0.009623427235274469,1.4743138797611886
59438,LB,2021,1,1,0,0,0,0,5,4104000,0.014482943469785575,47635,0.01160696881091618,1.24777999370211
56869,KG,2021,1,1,0,0,0,0,5,5776570,0.00984476947392657,23528,0.004073005260907424,2.417077524651479
56173,DZ,2021,1,1,0,0,0,0,5,38700000,0.001451498708010336,132744,0.003430077519379845,0.42316790212740313
53767,AZ,2021,1,1,0,0,0,0,5,9552500,0.005628578906045538,42581,0.004457576550641194,1.2626993259904653
52203,ET,2021,1,0,0,0,0,0,5,87952991,0.000593532970356858,35422,0.00040273786709538965,1.4737451301451077
50981,BO,2021,1,1,0,0,0,0,5,10027254,0.005084243403029384,52758,0.005261460415782826,0.9663179043936465
42271,RW,2021,1,1,0,0,0,0,5,10996891,0.0038439046090390457,13414,0.0012197993050945036,3.1512598777396748
40298,SV,2021,1,1,0,0,0,0,5,6401240,0.006295342777336891,36341,0.005677181296123876,1.108885281087477
39144,LU,2021,1,1,0,0,0,0,5,549700,0.07120975077314899,19677,0.035795888666545386,1.9893276414087513
38884,PS,2021,1,1,0,0,0,0,5,5483450,0.007091156115219433,36469,0.006650739953861164,1.0662206257369273
38854,MK,2021,1,1,0,0,0,0,5,2058539,0.0188745513201353,31511,0.015307458347886535,1.233029735647869
37344,IS,2021,1,1,0,0,0,0,5,328170,0.11379467958679952,18849,0.05743669439619709,1.9812191628203089
36337,IQ,2021,1,1,0,0,0,0,5,36004552,0.0010092334991419973,89485,0.0024853801819281073,0.4060680560987875
35675,HN,2021,1,1,0,0,0,0,5,8725111,0.004088773197269353,24618,0.0028215113824912944,1.449142903566496
35587,PR,2021,1,0,0,0,0,0,5,3615086,0.009844025840602408,26420,0.007308263205909901,1.3469719909159728
33691,UG,2021,1,1,0,0,0,0,5,34856813,0.0009665542285807943,27846,0.0007988682155193017,1.2099044746103569
33487,AL,2021,1,1,0,0,0,0,5,2895947,0.01156340223077287,40744,0.014069318257550985,0.8218878853328098
33327,KH,2021,1,0,0,0,0,0,5,15184116,0.00219485941756504,42518,0.0028001630124532767,0.783832729667435
32835,MM,2021,1,1,0,0,0,0,5,54688774,0.0006003974417126265,74063,0.0013542633082248288,0.44333877914748254
31341,CY,2021,1,1,0,0,0,0,5,858000,0.036527972027972026,20433,0.023814685314685315,1.533842313903979
27472,CM,2021,1,0,0,0,0,0,5,20386799,0.0013475386695086364,25862,0.001268565997045441,1.0622534993426649
27213,MT,2021,1,1,0,0,0,0,5,416055,0.06540721779572413,16034,0.03853817403948997,1.697205937383061
23129,TZ,2021,1,1,0,0,0,0,5,47421786,0.00048772941618014976,24089,0.0005079732762490219,0.9601477852961933
21877,SN,2021,1,1,0,0,0,0,5,13508715,0.0016194730586884096,20184,0.0014941465565007478,1.0838783194609591
20213,PA,2021,1,1,0,0,0,0,5,3713312,0.0054433885437043805,25660,0.006910273093130876,0.7877240841777085
19632,PY,2021,1,1,0,0,0,0,5,6893727,0.002847806418792041,20979,0.0030432014496657614,0.9357929357929358
18476,NI,2021,1,1,0,0,0,0,5,6134270,0.0030119313300523125,16599,0.0027059454507219276,1.1130791011506718
17212,CU,2021,1,0,0,0,0,0,5,11210064,0.0015354060422848612,19221,0.0017146200057377014,0.8954789032828677
16501,MN,2021,1,1,0,0,0,0,5,2987733,0.005522916539061556,20975,0.007020372971748145,0.7866984505363528
16270,KW,2021,1,1,0,0,0,0,5,3268431,0.004977923658171153,33379,0.010212545407873074,0.4874322178615297
16041,JM,2021,1,1,0,0,0,0,5,2717991,0.0059017855467512585,16810,0.0061847151075923356,0.9542534205829863
15939,QA,2021,1,1,0,0,0,0,5,2269672,0.007022600622468797,27575,0.012149332590788448,0.578023572076156
15291,SY,2021,1,0,0,0,0,0,5,22964324,0.0006658589209941472,20387,0.0008877683488527683,0.7500367881493109
15146,MG,2021,1,1,0,0,0,0,5,21842167,0.0006934293653189264,14426,0.0006604656030695122,1.0499098849299875
14792,MU,2021,1,1,0,0,0,0,5,1261208,0.011728438132330274,14686,0.011644391726027745,1.0072177584093696
14577,BH,2021,1,0,0,0,0,0,5,1316500,0.011072540827952905,14877,0.011300417774401822,0.979834644081468
13773,RE,2021,1,0,0,0,0,0,5,840974,0.01637743854150069,8239,0.00979697350928804,1.6716834567301857
12656,MO,2021,1,0,0,0,0,0,5,631000,0.02005705229793978,11353,0.017992076069730585,1.1147714260547872
12169,ZW,2021,1,0,0,0,0,0,5,13061239,0.000931688027452832,18740,0.0014347796560494758,0.649359658484525
12015,CI,2021,1,1,0,0,0,0,5,23821000,0.0005043868855211787,22656,0.0009510935728978632,0.530323093220339
11098,ME,2021,1,1,0,0,0,0,5,602445,0.01842159865215912,7087,0.011763729469080164,1.5659658529702272
10401,AO,2021,1,1,0,0,0,0,5,24383301,0.00042656242483329063,11601,0.0004757764340439385,0.8965606413240238
9798,OM,2021,1,1,0,0,0,0,5,4089076,0.0023961403505339592,21397,0.005232722502589827,0.45791466093377575
9786,SD,2021,1,0,0,0,0,0,5,37289406,0.00026243378615363304,16853,0.00045195142019693207,0.5806681303032101
8660,TT,2021,1,1,0,0,0,0,5,1328019,0.006520991040037831,13190,0.009932086815022978,0.6565579984836998
7739,MZ,2021,1,1,0,0,0,0,5,25041922,0.00030904177402996466,8672,0.0003462992976337839,0.8924123616236163
7573,CD,2021,1,0,0,0,0,0,5,69360000,0.00010918396770472895,8689,0.00012527393310265283,0.871561744734722
6919,TJ,2021,1,0,0,0,0,0,5,8161000,0.000847812768043132,4327,0.0005302046317853204,1.599029350589323
6634,YE,2021,1,0,0,0,0,0,5,25956000,0.00025558637694560025,19751,0.0007609415934658653,0.335881727507468
6467,ZM,2021,1,1,0,0,0,0,5,15023315,0.00043046424840323193,10877,0.0007240079835908386,0.5945573227912108
5880,BJ,2021,1,1,0,0,0,0,5,9988068,0.000588702439751111,11223,0.001123640728116789,0.5239240844693932
5612,HT,2021,1,1,0,0,0,0,5,10745665,0.0005222571148458472,6056,0.0005635761025492605,0.9266842800528402
5234,LA,2021,1,0,0,0,0,0,5,6693300,0.0007819760058566028,8529,0.0012742593339608265,0.6136710048071287
4979,AF,2021,1,0,0,0,0,0,5,26023100,0.00019133001064438902,10176,0.0003910371938777471,0.4892885220125786
4627,LY,2021,1,0,0,0,0,0,5,6253000,0.0007399648168878938,13714,0.002193187270110347,0.33739244567595156
4542,BN,2021,1,1,0,0,0,0,5,393372,0.0115463225649004,5468,0.013900328442288725,0.8306510607168983
4343,BW,2021,1,1,0,0,0,0,5,2024904,0.002144793037102006,6422,0.0031715083776811146,0.6762690750545002
4238,BB,2021,1,1,0,0,0,0,5,285000,0.014870175438596492,4343,0.01523859649122807,0.97582316371172
4086,MV,2021,1,1,0,0,0,0,5,341256,0.011973415852028975,5950,0.017435590876057856,0.6867226890756303
3809,NC,2021,1,0,0,0,0,0,5,268767,0.014172126786398627,1952,0.007262796399855637,1.9513319672131149
3075,SO,2021,1,0,0,0,0,0,5,10806000,0.00028456413103831205,9412,0.0008709975939292985,0.32671058223544414
3045,TG,2021,1,1,0,0,0,0,5,6993000,0.00043543543543543545,7475,0.0010689260689260688,0.40735785953177256
2847,MW,2021,1,1,0,0,0,0,5,15805239,0.00018013014545366888,4976,0.00031483231604406616,0.5721463022508039
2638,CV,2021,1,1,0,0,0,0,5,518467,0.005088076965361344,2108,0.004065832540933174,1.2514231499051234
2210,BF,2021,1,1,0,0,0,0,5,17322796,0.0001275775573412052,4382,0.00025296147342495983,0.5043359196713829
2178,SL,2021,1,1,0,0,0,0,5,6205000,0.00035100725221595485,2964,0.00047767929089443994,0.7348178137651822
21827012,US,2021,2,1,0,0,0,0,6,319259000,0.06836772651671527,12895305,0.040391359366533125,1.6926324736018263
9840045,IN,2021,2,1,0,0,0,0,6,1263930000,0.007785276874510455,6652622,0.0052634418045303145,1.4791228180407665
4832491,BR,2021,2,1,0,0,0,0,6,203586000,0.023736853221734303,2164091,0.01062986158183765,2.2330350248672537
4473869,DE,2021,2,1,0,0,0,0,6,80783000,0.05538131785152817,1846894,0.022862409170246217,2.4223745380081367
4397483,CN,2021,2,0,0,0,0,0,6,1367110000,0.0032166270453730865,7424903,0.005431094059731843,0.592261339979795
4258700,GB,2021,2,1,0,0,0,0,6,64105654,0.06643251779320432,2175726,0.033939689625504796,1.9573696320216791
3978131,KR,2021,2,1,0,0,0,0,6,50423955,0.07889367266014735,1158902,0.02298316345871719,3.4326724779144397
3934453,RU,2021,2,0,0,0,0,0,6,146233000,0.026905370196877585,1867985,0.012774031853275252,2.106255135881712
3582179,FR,2021,2,1,0,0,0,0,6,66078000,0.054211371409546294,1475345,0.022327325282242197,2.4280280205646814
3185159,CA,2021,2,1,0,0,0,0,6,35540419,0.08962074982852622,1554341,0.04373445906757599,2.0492022020907896
3134871,JP,2021,2,1,0,0,0,0,6,127080000,0.024668484419263455,1640191,0.012906759521561222,1.9112841126429787
1954129,ES,2021,2,1,0,0,0,0,6,46507760,0.04201726765597827,917477,0.019727396030253877,2.1298942643793795
1750733,HK,2021,2,0,0,0,0,0,6,7234800,0.2419877536352076,731760,0.10114446840272019,2.3924961736088335
1661001,PL,2021,2,1,0,0,0,0,6,38496000,0.04314736596009975,724435,0.01881844866999169,2.2928226825042963
1584501,UA,2021,2,1,0,0,0,0,6,42973696,0.03687141548169373,776084,0.018059512498063934,2.041661727338793
1563283,NL,2021,2,1,0,0,0,0,6,16881000,0.09260606599135122,749861,0.04442041348261359,2.084763709540835
1493303,ID,2021,2,1,0,0,0,0,6,252164800,0.005921932799502548,1483474,0.005882954321935496,1.006625663813454
1389212,AU,2021,2,1,0,0,0,0,6,23696900,0.05862420822976845,909967,0.03840025488566015,1.5266619558731251
1356617,VN,2021,2,0,0,0,0,0,6,89708900,0.015122434897763767,751010,0.008371633137849199,1.806390061384003
1277577,IT,2021,2,1,0,0,0,0,6,60769102,0.021023463535794883,689401,0.011344597456779928,1.853169635669226
1096382,TW,2021,2,1,0,0,0,0,6,23424615,0.04680469668338199,585430,0.024992086316039774,1.872780691115932
1004178,SE,2021,2,1,0,0,0,0,6,9737521,0.10312460430123847,415782,0.04269895797914069,2.415155057217484
1002170,AR,2021,2,1,0,0,0,0,6,42669500,0.023486799704707108,451295,0.010576524215188836,2.2206538960103703
974157,MX,2021,2,1,0,0,0,0,6,119713203,0.008137423238103486,896220,0.007486392290414283,1.0869619066747005
953241,SG,2021,2,1,0,0,0,0,6,5469700,0.17427665137027626,477580,0.08731374664058358,1.9959818250345491
927307,TR,2021,2,0,0,0,0,0,6,76667864,0.012095119801433362,815145,0.010632160040352761,1.1375976053340204
885754,CH,2021,2,1,0,0,0,0,6,8183800,0.10823260587990909,290158,0.03545516752608813,3.052660964026496
826528,CO,2021,2,1,0,0,0,0,6,47907800,0.017252472457512137,454262,0.009482005017972021,1.8194962378539257
780462,IL,2021,2,1,0,0,0,0,6,8268400,0.09439093415896667,349215,0.04223489429635722,2.2349039989691164
617469,BD,2021,2,1,0,0,0,0,6,157486000,0.003920786609603394,376506,0.002390726794762709,1.6399977689598573
611398,BE,2021,2,1,0,0,0,0,6,11225469,0.05446525218679059,296092,0.02637680439008829,2.064891993029194
564099,NO,2021,2,1,0,0,0,0,6,5156450,0.10939677491297307,208052,0.04034791377788983,2.7113365889296905
555080,CZ,2021,2,1,0,0,0,0,6,10521600,0.05275623479318735,213752,0.020315541362530415,2.5968411991466747
552883,BY,2021,2,0,0,0,0,0,6,9475100,0.058351151966733864,204731,0.021607265358676953,2.70053387127499
527348,DK,2021,2,1,0,0,0,0,6,5655750,0.0932410378818017,231435,0.04092030234716881,2.2786009030613346
514830,PH,2021,2,1,0,0,0,0,6,100697400,0.005112644417830053,661165,0.006565859694490622,0.7786709822812762
490560,PT,2021,2,1,0,0,0,0,6,10477800,0.046818988719005895,244058,0.023292866823188072,2.010014013062469
480972,FI,2021,2,1,0,0,0,0,6,5470437,0.08792204352229996,191775,0.03505661430704713,2.508001564333203
477095,RO,2021,2,1,0,0,0,0,6,19942642,0.02392335980358069,307215,0.015404929798168166,1.5529677912862327
473239,NG,2021,2,1,0,0,0,0,6,178517000,0.0026509464084653,322655,0.0018074189012811104,1.4667028249988379
469927,PK,2021,2,1,0,0,0,0,6,188410000,0.0024941722838490526,510612,0.0027101109282946763,0.9203211048702341
466379,AT,2021,2,1,0,0,0,0,6,8527230,0.054692907309876714,204619,0.02399595179208254,2.2792555921004403
457731,TH,2021,2,1,0,0,0,0,6,64871000,0.007056018868215381,441763,0.006809868816574432,1.0361460783270668
448949,EG,2021,2,0,0,0,0,0,6,87668100,0.005121007527253357,393395,0.004487322070399609,1.1412168431220528
441833,IE,2021,2,1,0,0,0,0,6,6378000,0.06927453747256193,196617,0.030827375352775164,2.2471759817309795
363158,NZ,2021,2,1,0,0,0,0,6,4547900,0.07985179973174432,185402,0.04076650761890103,1.9587598839278972
347705,CL,2021,2,1,0,0,0,0,6,17819054,0.019513100976067527,254518,0.014283474307895358,1.3661312755875812
330731,HU,2021,2,1,0,0,0,0,6,9879000,0.03347818605121976,194862,0.019724870938354084,1.6972575463661463
329917,ZA,2021,2,1,0,0,0,0,6,54002000,0.006109347801933261,299470,0.005545535350542572,1.101669616322169
310773,PE,2021,2,1,0,0,0,0,6,30814175,0.010085390895586204,245458,0.007965749529234517,1.266094403115808
296314,KE,2021,2,1,0,0,0,0,6,41800000,0.007088851674641149,138374,0.003310382775119617,2.141399395840259
296213,LK,2021,2,1,0,0,0,0,6,20277597,0.014607894613942667,135679,0.00669107882950825,2.183189734594152
293762,MY,2021,2,1,0,0,0,0,6,30430500,0.009653538390759272,358033,0.011765597016151558,0.8204886141780227
291319,BG,2021,2,1,0,0,0,0,6,7245677,0.040205904845054506,140723,0.019421649626391018,2.0701591068979486
272533,GR,2021,2,1,0,0,0,0,6,10992589,0.024792430609386015,162866,0.014815981931099216,1.673357238465978
251212,IR,2021,2,0,0,0,0,0,6,77966400,0.0032220546286605514,311413,0.003994194935254161,0.8066843709157935
210882,NP,2021,2,1,0,0,0,0,6,27646053,0.00762792431888921,114335,0.004135671735853216,1.8444220929724056
203567,RS,2021,2,1,0,0,0,0,6,7186862,0.02832487948147606,132378,0.018419443701576572,1.537770626539153
188134,MA,2021,2,1,0,0,0,0,6,33465000,0.005621813835350366,230292,0.006881577767817122,0.8169367585500148
185264,TN,2021,2,1,0,0,0,0,6,10982754,0.016868628761055743,133148,0.012123370877650542,1.391414065551116
176693,JO,2021,2,1,0,0,0,0,6,6666960,0.02650278387750939,60702,0.009104899384427085,2.910826661395012
151933,LT,2021,2,1,0,0,0,0,6,2927310,0.051901916776836074,78982,0.026981085023451565,1.9236408295561014
147595,KZ,2021,2,1,0,0,0,0,6,17377800,0.00849330755331515,111914,0.006440055703253576,1.318825169326447
143030,SK,2021,2,1,0,0,0,0,6,5415949,0.02640903745585492,78489,0.014492197027704655,1.8222935697995897
138486,EC,2021,2,1,0,0,0,0,6,15888900,0.008715896002869927,116303,0.0073197641120530685,1.1907345468302624
138350,CR,2021,2,1,0,0,0,0,6,4713168,0.0293539292467402,78768,0.01671232597692253,1.7564239284988827
137959,HR,2021,2,1,0,0,0,0,6,4267558,0.032327387231761116,79280,0.01857736907149241,1.740148839556004
133593,AE,2021,2,1,0,0,0,0,6,9446000,0.0141428117721787,156951,0.016615604488672452,0.8511764818319093
118059,SA,2021,2,1,0,0,0,0,6,30770375,0.003836774819936384,273934,0.008902523937391079,0.43097607452890113
115734,VE,2021,2,0,0,0,0,0,6,30206307,0.0038314514912398926,111074,0.0036771790738934092,1.0419540126402218
112841,EE,2021,2,1,0,0,0,0,6,1315819,0.08575723560763296,54042,0.041070998366796646,2.088024129380852
111150,GT,2021,2,1,0,0,0,0,6,15806675,0.007031839396963625,55889,0.0035357847238587496,1.9887634418221833
109228,UY,2021,2,1,0,0,0,0,6,3404189,0.03208635008220754,52690,0.015477989030573801,2.0730309356614156
106326,UZ,2021,2,0,0,0,0,0,6,30492800,0.0034869215027809844,56168,0.001842008605310106,1.89299957271044
84211,LV,2021,2,1,0,0,0,0,6,1991800,0.042278843257355155,53481,0.026850587408374336,1.574596585703334
83214,SI,2021,2,1,0,0,0,0,6,2064966,0.04029800006392357,50093,0.02425851079388232,1.6611901862535683
82174,GH,2021,2,1,0,0,0,0,6,27043093,0.0030386317127260552,70575,0.0026097236732499497,1.1643499822883456
77529,AM,2021,2,1,0,0,0,0,6,3009800,0.025758854408930824,45631,0.015160808027111436,1.6990423177226008
75699,BO,2021,2,1,0,0,0,0,6,10027254,0.007549325069455705,56922,0.005676728643754312,1.3298724570464846
74472,LB,2021,2,1,0,0,0,0,6,4104000,0.018146198830409358,51539,0.012558235867446393,1.444964007838724
73007,DO,2021,2,1,0,0,0,0,6,10378267,0.007034604139592862,59641,0.005746720526654402,1.2241075770023977
69177,GE,2021,2,1,0,0,0,0,6,4490500,0.015405188731767064,46342,0.010320008907694021,1.4927495576367011
66448,KG,2021,2,1,0,0,0,0,6,5776570,0.011503019958210495,25943,0.004491073422463503,2.5613074817869945
64608,BA,2021,2,1,0,0,0,0,6,3791622,0.017039673258568498,40680,0.010728917597798515,1.5882005899705014
63988,IQ,2021,2,1,0,0,0,0,6,36004552,0.001777219724883676,99350,0.002759373314796418,0.6440664318067438
63427,DZ,2021,2,1,0,0,0,0,6,38700000,0.0016389405684754522,145009,0.003747002583979328,0.4374004372142419
61955,AZ,2021,2,1,0,0,0,0,6,9552500,0.006485736718136613,46598,0.004878094739596964,1.329563500579424
60536,ET,2021,2,0,0,0,0,0,6,87952991,0.0006882767636634438,39133,0.0004449308608504286,1.5469297012751386
60192,MD,2021,2,1,0,0,0,0,6,3557600,0.016919271418934113,41360,0.011625815156285135,1.4553191489361703
52919,SV,2021,2,1,0,0,0,0,6,6401240,0.008266992020296068,38979,0.006089288950265886,1.357628466610226
43027,MK,2021,2,1,0,0,0,0,6,2058539,0.020901717188744055,33379,0.016214898041766516,1.2890440097067017
42239,RW,2021,2,1,0,0,0,0,6,10996891,0.003840994695682625,14468,0.0013156445762716026,2.9194774675145148
42047,UG,2021,2,1,0,0,0,0,6,34856813,0.001206277808587951,29917,0.0008582827121917314,1.4054550924223685
39753,IS,2021,2,1,0,0,0,0,6,328170,0.12113538714690557,19480,0.05935947831916385,2.0407084188911706
38974,KH,2021,2,0,0,0,0,0,6,15184116,0.0025667612128358343,46147,0.003039162767196984,0.844561943354931
38655,LU,2021,2,1,0,0,0,0,6,549700,0.07032017464071312,20775,0.037793341822812444,1.8606498194945849
38130,PS,2021,2,1,0,0,0,0,6,5483450,0.006953651442066582,38870,0.007088602978052139,0.980962181631078
36801,HN,2021,2,1,0,0,0,0,6,8725111,0.004217825996712248,26774,0.0030686142560249377,1.3745051169044595
35086,AL,2021,2,1,0,0,0,0,6,2895947,0.01211555321972398,43582,0.015049308568147138,0.8050571336790419
34627,PR,2021,2,0,0,0,0,0,6,3615086,0.009578471992090921,27729,0.007670356943099002,1.2487648310433122
33793,CM,2021,2,0,0,0,0,0,6,20386799,0.0016575922487880516,28682,0.0014068908022294231,1.1781953838644446
28023,TZ,2021,2,1,0,0,0,0,6,47421786,0.0005909309278229209,26518,0.0005591944596941162,1.0567539030092767
27795,CY,2021,2,1,0,0,0,0,6,858000,0.032395104895104894,22079,0.025733100233100232,1.2588885366185063
27333,MM,2021,2,1,0,0,0,0,6,54688774,0.0004997917854219954,75240,0.0013757850925676263,0.3632775119617225
24459,PA,2021,2,1,0,0,0,0,6,3713312,0.006586842150619178,27748,0.0074725743487215725,0.8814689346979963
24131,MT,2021,2,1,0,0,0,0,6,416055,0.05799954332960786,16874,0.0405571378784055,1.43006993006993
23025,SN,2021,2,1,0,0,0,0,6,13508715,0.0017044552350093994,22120,0.0016374614461849258,1.0409132007233273
21566,CU,2021,2,0,0,0,0,0,6,11210064,0.0019238070362488564,20918,0.0018660018354935352,1.0309781049813558
21381,PY,2021,2,1,0,0,0,0,6,6893727,0.0031015153341581413,22533,0.0032686237792706324,0.948874983357742
19860,NI,2021,2,1,0,0,0,0,6,6134270,0.003237549048216006,17777,0.0028979813408930486,1.1171738763570906
19271,SY,2021,2,0,0,0,0,0,6,22964324,0.0008391712292510766,22617,0.0009848754964439624,0.8520581863200247
18794,QA,2021,2,1,0,0,0,0,6,2269672,0.008280491630508726,29582,0.01303360133094121,0.6353187749307011
18574,KW,2021,2,1,0,0,0,0,6,3268431,0.005682849048977935,35979,0.011008034130137671,0.5162455877039384
18150,JM,2021,2,1,0,0,0,0,6,2717991,0.0066777263059369955,18168,0.006684348844422222,0.9990092470277411
